time,voltage_v,current_ma,power_w,cpu,s_on,br,net_kbps,temp_c
27.26,3.762031,736.875,2.7721465931249996,0.4902,1,12,90.48,32.2
28.36,3.766718,600.0,2.2600308,0.3863,1,12,26.02,32.2
29.38,3.756406,973.437,3.6566245874220002,0.3696,1,12,143.05,32.2
30.31,3.753437,680.0,2.55233716,0.4650,1,12,28.58,32.3
31.37,3.673593,1822.5,6.6951232425,0.5621,1,12,371.73,32.3
32.23,3.748125,798.437,2.9926416806250002,0.5339,1,12,239.69,32.3
33.64,3.736562,952.5,3.5590753050000004,0.5686,1,12,436.00,32.5
34.33,3.745781,926.875,3.471870764375,0.6003,1,12,605.72,32.5
35.37,3.743906,887.187,3.321544732422,0.5795,1,12,1334.94,32.3
36.42,3.752656,508.75,1.90916374,0.4187,1,12,21.74,32.3
37.46,3.774687,356.562,1.345909946094,0.4107,1,12,25.12,32.3
38.41,3.759375,611.25,2.2979179687499998,0.4504,1,12,116.18,32.3
39.39,3.755625,658.125,2.471670703125,0.4495,1,12,141.35,32.3
40.40,3.765781,455.625,1.715783968125,0.3483,1,12,90.88,32.3
41.48,3.777812,289.687,1.094383024844,0.3034,1,12,18.83,32.4
42.50,3.782968,316.875,1.198727985,0.1631,1,12,17.94,32.4
43.62,3.780312,230.937,0.8730139123439999,0.1310,1,12,14.65,32.3
44.76,3.782968,210.312,0.795603566016,0.1359,1,12,14.30,32.3
45.52,3.703593,1603.437,5.9384780491410005,0.3668,1,12,22.01,32.3
46.48,3.776562,344.062,1.2993714748440002,0.2868,1,12,25.26,32.3
47.69,3.771562,435.0,1.64062947,0.2577,1,12,25.35,32.3
48.59,3.761718,532.187,2.001937417266,0.3204,1,12,13.69,32.3
49.68,3.766406,513.437,1.9338121974220002,0.2540,1,12,14.36,32.4
50.64,3.762656,547.5,2.06005416,0.2928,1,12,15.03,32.4
51.55,3.764843,442.187,1.6647646316409999,0.3429,1,12,42.14,32.4
52.55,3.778437,251.25,0.9493322962499998,0.3018,1,12,59.09,32.4
53.60,3.776718,315.625,1.19202661875,0.2952,1,12,16.90,32.4
54.92,3.76,664.687,2.49922312,0.4404,1,12,22.62,32.4
55.65,3.77125,345.312,1.3022578800000002,0.4158,1,12,229.92,32.4
56.59,3.75875,485.625,1.82534296875,0.4409,1,12,150.77,32.4
57.60,3.756562,661.25,2.4840266225,0.3803,1,12,34.07,32.6
58.51,3.758437,543.75,2.0436501187499996,0.3975,1,12,17.40,32.6
59.62,3.755781,774.062,2.907207352422,0.3677,1,12,32.72,32.6
60.76,3.767656,345.0,1.2998413199999999,0.1633,1,12,15.94,32.5
61.59,3.751406,653.125,2.45013704375,0.3866,1,12,38.30,32.5
62.62,3.709062,1735.625,6.43754073375,0.4875,1,12,28.40,32.5
63.77,3.764531,379.062,1.426990649922,0.2661,1,12,37.23,32.5
64.69,3.751562,758.125,2.84415294125,0.3849,1,12,347.46,32.5
65.69,3.744218,606.562,2.271100358516,0.3635,1,12,34.13,32.5
66.84,3.760781,474.687,1.7851938505470002,0.2859,1,12,227.56,32.5
68.37,3.759843,607.187,2.2829277916410002,0.2857,1,12,13.63,32.5
68.87,3.743125,914.062,3.42144832375,0.3011,1,12,13.50,32.6
70.32,3.764062,455.937,1.716175136094,0.2747,1,12,14.46,32.6
70.93,3.768281,310.312,1.169342813672,0.2450,1,12,17.71,32.6
72.05,3.776406,208.125,0.7859644987500001,0.1972,1,12,13.84,32.5
73.11,3.773281,251.25,0.9480368512499999,0.2278,1,12,14.53,32.5
73.98,3.77125,412.5,1.555640625,0.2053,1,12,14.70,32.5
74.81,3.770625,347.187,1.309111981875,0.3271,1,12,16.75,32.6
75.95,3.764062,407.5,1.533855265,0.4111,1,12,12.48,32.6
76.95,3.730937,590.312,2.202416882344,0.2867,1,12,22.05,32.6
78.08,3.756875,556.562,2.09093386375,0.2547,1,12,423.35,32.6
78.85,3.764062,424.375,1.59737381125,0.3793,1,12,22.56,32.6
80.28,3.766718,353.437,1.331297509766,0.2641,1,12,20.52,32.6
81.10,3.774687,223.437,0.8434047392190002,0.1885,1,12,17.43,32.6
82.04,3.778437,212.812,0.804096734844,0.1401,1,12,15.11,32.6
83.12,3.77625,196.875,0.74344921875,0.1415,1,12,15.04,32.7
84.17,3.778281,162.187,0.6127880605470001,0.1437,1,12,14.89,32.7
85.26,3.776093,215.312,0.813038136016,0.1372,1,12,13.25,32.7
86.14,3.779218,187.5,0.708603375,0.1327,1,12,13.46,32.6
87.17,3.775,290.937,1.098287175,0.1569,1,12,14.94,32.6
88.45,3.776875,219.375,0.828551953125,0.1395,1,12,14.57,32.6
89.18,3.776406,188.437,0.7116146174220002,0.1608,1,12,14.87,32.7
90.13,3.776406,223.125,0.84261058875,0.1629,1,12,13.83,32.7
91.20,3.779531,178.437,0.6744081730470001,0.1236,1,12,13.64,32.7
92.09,3.764218,480.312,1.807999076016,0.2632,1,12,19.79,32.7
93.08,3.763437,459.062,1.7276509160940001,0.3690,1,12,18.79,32.7
94.08,3.759687,593.125,2.229964351875,0.3367,1,12,26.27,32.7
95.21,3.772968,235.937,0.8901827510160001,0.1661,1,12,16.74,32.8
96.33,3.776562,259.375,0.9795457687500001,0.1210,1,12,14.30,32.8
97.28,3.773125,343.437,1.2958307306249999,0.1392,1,12,14.99,32.7
98.15,3.775468,230.625,0.8707173075,0.2586,1,12,14.58,32.7
99.29,3.752656,481.875,1.80831111,0.3398,1,12,13.72,32.7
100.30,3.772031,261.25,0.9854430987499999,0.2471,1,12,14.27,32.7
101.48,3.756875,224.687,0.8441209731250001,0.2350,1,12,16.17,32.7
102.22,3.755781,350.937,1.318042516797,0.3318,1,12,15.07,32.7
103.24,3.761406,224.375,0.84396547125,0.2458,1,12,15.21,32.7
104.28,3.77375,202.812,0.7653617850000001,0.1529,1,12,14.22,32.7
105.29,3.776718,165.312,0.6243368060160001,0.1157,1,12,13.61,32.7
106.29,3.759375,452.187,1.699940503125,0.3704,1,12,14.13,32.8
107.31,3.754218,515.312,1.934593586016,0.3938,1,12,14.73,32.8
108.29,3.767343,335.312,1.263235316016,0.2027,1,12,14.42,32.8
109.54,3.767031,451.562,1.701048052422,0.3333,1,12,13.69,32.8
110.40,3.77125,245.937,0.9274899112500001,0.2795,1,12,16.75,32.8
111.24,3.759375,455.312,1.7116885499999999,0.3529,1,12,22.98,32.8
112.30,3.758593,415.312,1.560988776016,0.3705,1,12,29.93,32.8
113.26,3.756406,503.75,1.8922895225000003,0.3761,1,12,26.52,32.8
114.28,3.759375,472.187,1.775128003125,0.3397,1,12,26.15,32.8
115.39,3.774531,230.625,0.870501211875,0.1969,1,12,22.11,32.8
116.38,3.773281,209.062,0.7888496724220001,0.2327,1,12,17.98,32.8
117.45,3.773437,241.875,0.912700074375,0.1355,1,12,14.18,32.7
118.49,3.77625,167.5,0.632521875,0.1223,1,12,14.80,32.7
119.43,3.770625,211.25,0.7965445312499999,0.1771,1,12,15.33,32.8
120.29,3.777812,151.875,0.5737551975,0.1879,1,12,13.55,32.8
121.42,3.761875,383.75,1.44361953125,0.3149,1,12,22.64,32.8
122.42,3.756562,603.125,2.26567645625,0.3890,1,12,26.01,32.8
123.36,3.767031,325.625,1.226639469375,0.2894,1,12,17.30,32.8
124.45,3.761718,350.0,1.3166012999999999,0.3739,1,12,28.96,32.8
125.40,3.770312,238.125,0.8978055450000001,0.2070,1,12,15.12,32.8
126.46,3.756718,618.437,2.323293409766,0.3181,1,12,24.04,32.8
127.56,3.7725,198.75,0.7497843750000001,0.1884,1,12,15.61,32.8
128.53,3.7725,183.437,0.6920160825,0.1479,1,12,15.77,32.8
129.56,3.77625,158.125,0.59711953125,0.1430,1,12,14.57,32.8
130.51,3.772343,221.562,0.835807859766,0.1412,1,12,17.57,32.8
131.68,3.774687,196.875,0.743141503125,0.1367,1,12,14.82,32.8
132.61,3.775781,177.812,0.6713791711720001,0.1408,1,12,14.29,32.8
133.58,3.774687,186.875,0.7053946331250001,0.1538,1,12,13.63,32.9
134.56,3.75875,475.625,1.7877554687500001,0.3726,1,12,20.25,32.9
135.44,3.74875,556.875,2.08758515625,0.4361,1,12,21.03,32.9
136.50,3.748281,639.062,2.395383952422,0.3333,1,12,22.32,32.8
137.54,3.764062,388.125,1.46092656375,0.3259,1,12,188.64,32.8
138.52,3.7425,719.375,2.6922609375,0.4211,1,12,168.50,32.8
139.70,3.752187,461.25,1.7306962537500001,0.4286,1,12,447.09,32.8
140.85,3.725,340.625,1.268828125,0.4015,1,12,38.74,32.8
141.52,3.760937,427.187,1.6066233942190002,0.3112,1,12,235.32,32.8
142.60,3.7575,325.937,1.2247082775,0.2259,1,12,49.47,32.7
143.72,3.7575,557.812,2.0959785899999996,0.3597,1,12,65.08,32.7
144.49,3.755625,475.937,1.787440895625,0.3720,1,12,82.58,32.7
145.51,3.725937,741.25,2.76185080125,0.4994,1,12,317.24,32.9
146.73,3.743125,649.687,2.431859651875,0.4197,1,12,33.26,32.9
147.70,3.750781,575.0,2.1566990749999997,0.3306,1,12,26.38,32.8
148.59,3.759843,282.812,1.063328718516,0.3193,1,12,30.98,32.8
149.96,3.749062,324.375,1.21610198625,0.2427,1,12,14.71,32.8
150.56,3.684843,1478.437,5.447808230391,0.4070,1,12,20.83,33.0
151.64,3.684687,1611.562,5.938101551093999,0.3417,1,12,73.48,33.0
152.61,3.750937,559.062,2.097006341094,0.3578,1,12,505.06,33.0
153.58,3.757343,448.125,1.683759331875,0.3907,1,12,1058.54,32.8
154.61,3.74875,545.937,2.04658132875,0.3571,1,12,403.69,32.8
155.67,3.704843,1418.75,5.25624600625,0.3894,1,12,1128.45,32.8
156.81,3.739375,726.562,2.71688777875,0.4202,1,12,896.37,32.9
157.86,3.764062,267.812,1.008060972344,0.2160,1,12,650.56,32.9
158.88,3.769375,200.0,0.7538750000000001,0.2009,1,12,14.11,32.8
159.87,3.768437,223.437,0.8420082579690001,0.1620,1,12,12.54,32.8
160.64,3.74375,555.937,2.08128914375,0.3546,1,12,19.53,32.8
162.17,3.734687,858.75,3.2071624612500003,0.3614,1,12,808.64,33.0
162.81,3.760625,306.25,1.15169140625,0.2749,1,12,576.59,33.0
163.79,3.750781,489.687,1.836708695547,0.3364,1,12,70.19,33.0
164.80,3.757812,379.062,1.424443732344,0.3899,1,12,17.79,32.9
165.89,3.765312,236.25,0.88955496,0.2115,1,12,17.00,32.9
166.83,3.752187,407.5,1.5290162025,0.4062,1,12,50.98,32.9
167.74,3.744687,535.312,2.004575887344,0.4089,1,12,41.29,32.9
168.81,3.76375,277.812,1.045614915,0.3828,1,12,100.01,32.9
169.85,3.761093,291.25,1.09541833625,0.3634,1,12,115.54,32.9
170.83,3.749375,527.187,1.9766217581249999,0.4219,1,12,126.52,32.9
171.86,3.7375,727.5,2.71903125,0.4422,1,12,39.37,32.9
172.85,3.753593,423.437,1.589410159141,0.4010,1,12,16.72,32.9
173.85,3.744687,589.062,2.205852813594,0.3886,1,12,18.45,32.9
175.11,3.759218,309.687,1.164180944766,0.3258,1,12,19.08,32.9
175.85,3.749375,778.125,2.917482421875,0.4078,1,12,24.05,32.9
176.87,3.740625,544.375,2.0363027343750004,0.3884,1,12,104.27,32.9
177.92,3.750781,455.625,1.708949593125,0.3995,1,12,28.58,32.9
179.00,3.7325,727.187,2.7142254775,0.4420,1,12,16.72,33.0
179.87,3.743593,616.25,2.30698918625,0.4767,1,12,17.45,33.0
180.97,3.759531,274.687,1.0326942917970001,0.3099,1,12,14.50,33.0
182.00,3.749218,402.5,1.5090602450000001,0.3822,1,12,22.02,33.4
182.94,3.743593,655.312,2.453221416016,0.3236,1,12,33.59,33.4
184.42,3.762187,215.625,0.811221571875,0.2033,1,12,31.84,32.9
185.11,3.761093,302.187,1.136553410391,0.2479,1,12,20.84,32.9
186.07,3.750312,392.187,1.4708236123440002,0.1715,1,12,21.64,32.9
187.10,3.766093,207.187,0.780285510391,0.1451,1,12,17.29,33.0
188.09,3.749843,459.687,1.723754079141,0.3317,1,12,36.93,33.0
189.74,3.753437,430.0,1.61397791,0.1776,1,12,15.56,33.0
190.30,3.755468,405.625,1.5233117075,0.2445,1,12,11.96,33.0
191.24,3.755468,393.437,1.477540063516,0.3213,1,12,20.64,33.0
192.30,3.739687,725.312,2.7124398573439996,0.2895,1,12,16.45,33.0
193.43,3.754062,337.187,1.265820903594,0.1804,1,12,13.53,33.1
194.18,3.748281,494.062,1.851883207422,0.2992,1,12,15.08,33.1
195.29,3.740312,600.0,2.2441872,0.4358,1,12,18.02,33.1
196.25,3.754062,377.812,1.418329672344,0.2677,1,12,18.77,33.1
197.45,3.757656,333.125,1.251769155,0.1672,1,12,14.82,33.1
198.35,3.75875,345.312,1.29794148,0.1409,1,12,14.26,33.0
199.53,3.756718,336.562,1.264368523516,0.1265,1,12,14.12,33.0
200.45,3.767031,184.687,0.6957216542970001,0.1707,1,12,16.33,33.0
201.49,3.76875,178.75,0.6736640625,0.1292,1,12,14.03,33.0
202.40,3.767656,219.062,0.8253502586720001,0.1613,1,12,15.73,33.0
203.45,3.764687,224.687,0.8458762279690001,0.1369,1,12,14.88,33.0
204.42,3.765312,186.875,0.7036426800000001,0.1253,1,12,14.02,33.0
205.50,3.765312,174.375,0.65657628,0.1290,1,12,13.58,33.0
206.42,3.765156,226.562,0.8530412736720001,0.1472,1,12,14.40,33.0
207.50,3.770937,179.375,0.676411824375,0.1416,1,12,14.58,33.0
208.51,3.744843,603.437,2.259776825391,0.2862,1,12,15.22,33.0
209.67,3.768281,171.25,0.6453181212500001,0.1808,1,12,14.33,33.0
210.39,3.762968,294.687,1.108897751016,0.1769,1,12,14.98,33.0
211.52,3.763593,281.562,1.059684772266,0.1195,1,12,13.73,33.0
212.48,3.763125,320.937,1.207726048125,0.1890,1,12,13.17,33.1
213.46,3.748906,545.0,2.04315377,0.4382,1,12,18.55,33.1
214.56,3.767031,200.625,0.755760594375,0.2096,1,12,14.53,33.1
215.78,3.740937,613.125,2.293661998125,0.3614,1,12,22.54,33.1
216.38,3.759687,318.437,1.1972234492190001,0.4449,1,12,12.76,33.1
217.38,3.764843,213.75,0.8047351912499999,0.3003,1,12,18.17,33.1
218.48,3.740781,582.812,2.180172056172,0.4464,1,12,38.87,33.1
219.54,3.739843,655.625,2.451934566875,0.3283,1,12,20.70,33.1
220.59,3.746875,577.5,2.1638203125,0.3385,1,12,22.79,33.1
221.49,3.747812,471.562,1.7673257223440002,0.3011,1,12,18.14,33.1
222.53,3.752968,389.062,1.460137236016,0.3879,1,12,22.88,33.1
223.57,3.755781,397.5,1.4929229475,0.2564,1,12,16.04,33.1
224.64,3.738437,614.687,2.2979686242189996,0.3262,1,12,30.05,33.1
225.64,3.735468,690.312,2.5786383860160003,0.3260,1,12,24.92,33.1
226.54,3.754375,427.812,1.6061666775,0.2417,1,12,14.91,33.1
227.54,3.732031,714.375,2.666069645625,0.4568,1,12,20.75,33.1
228.62,3.751562,532.5,1.9977067649999998,0.2263,1,12,14.79,33.1
229.66,3.758281,332.5,1.2496284325000002,0.1595,1,12,17.14,33.1
230.56,3.744687,550.937,2.063086621719,0.2835,1,12,14.19,33.1
231.89,3.749531,383.75,1.43888252125,0.2435,1,12,19.45,33.1
232.61,3.751562,391.25,1.4677986324999999,0.1979,1,12,17.24,33.1
233.73,3.767187,177.5,0.6686756924999999,0.1118,1,12,15.46,33.1
234.68,3.768281,146.562,0.5522867999220001,0.1663,1,12,14.37,33.1
235.63,3.74625,421.25,1.5781078125,0.3580,1,12,19.52,33.1
236.57,3.757812,289.062,1.086240652344,0.2935,1,12,27.35,33.1
237.68,3.744843,518.437,1.9414651703910002,0.4005,1,12,22.68,33.2
238.72,3.752187,473.437,1.776424156719,0.2313,1,12,20.29,33.2
239.67,3.745937,405.625,1.519445695625,0.3534,1,12,19.93,33.2
240.69,3.744531,522.812,1.9576857411720001,0.3737,1,12,23.92,33.2
241.73,3.748437,520.312,1.950356752344,0.3014,1,12,16.02,33.2
242.61,3.7325,1018.437,3.8013161025,0.3180,1,12,26.57,33.2
243.88,3.740937,541.25,2.02478215125,0.3921,1,12,30.16,33.2
244.85,3.741718,576.875,2.1585035712500003,0.3860,1,12,18.32,33.2
245.70,3.737968,579.375,2.16568521,0.3915,1,12,36.53,33.2
246.89,3.733593,746.875,2.7885272718749996,0.3652,1,12,42.73,33.2
247.76,3.731875,611.25,2.28110859375,0.3684,1,12,44.44,33.2
248.89,3.761406,225.625,0.84866722875,0.2120,1,12,20.35,33.1
249.82,3.704843,1012.5,3.7511535374999996,0.4314,1,12,23.74,33.1
250.91,3.737812,596.875,2.2310065375000003,0.4006,1,12,142.98,33.1
251.86,3.75125,400.625,1.50284453125,0.2392,1,12,22.61,33.1
252.83,3.735625,714.687,2.669802624375,0.3368,1,12,297.14,33.1
253.73,3.648906,2340.937,8.541859064921999,0.5387,1,12,174.51,33.1
254.77,3.7375,525.625,1.9645234375,0.4543,1,12,96.83,33.2
255.93,3.743437,571.875,2.1407780343750002,0.4447,1,12,829.31,33.2
256.91,3.753437,321.562,1.206962708594,0.3835,1,12,1545.36,33.2
257.82,3.732968,838.437,3.129858491016,0.4947,1,12,1271.98,33.2
258.84,3.700625,540.937,2.001804985625,0.4644,1,12,1159.37,33.2
259.98,3.756406,342.5,1.2865690550000002,0.2442,1,12,23.13,33.2
260.98,3.755468,768.125,2.8846688575,0.3012,1,12,332.25,33.2
261.86,3.761093,219.687,0.826263237891,0.2654,1,12,45.48,33.2
262.86,3.758906,261.562,0.983186971172,0.3105,1,12,21.92,33.2
263.90,3.749218,404.375,1.5160900287499999,0.3490,1,12,15.69,33.2
264.86,3.759687,196.562,0.739011596094,0.4026,1,12,16.27,33.2
265.97,3.73875,521.562,1.9499899274999999,0.4002,1,12,90.01,33.3
267.01,3.754687,308.125,1.156912931875,0.2722,1,12,89.04,33.3
267.85,3.748125,392.812,1.4723084775,0.2036,1,12,184.58,33.3
269.07,3.76,441.25,1.6590999999999998,0.2285,1,12,27.42,33.2
270.14,3.750468,418.75,1.570508475,0.2282,1,12,13.72,33.2
271.13,3.760468,210.937,0.793221838516,0.1582,1,12,14.81,33.2
272.10,3.761406,229.687,0.863946059922,0.1537,1,12,15.72,33.1
272.96,3.741562,612.187,2.290535616094,0.2894,1,12,16.23,33.1
273.95,3.740468,501.875,1.8772473774999998,0.4431,1,12,15.27,33.1
275.20,3.746718,375.625,1.4073609487499998,0.2635,1,12,16.48,33.2
276.17,3.740625,557.812,2.0865655125,0.3891,1,12,55.49,33.2
276.97,3.737968,632.812,2.365431006016,0.4000,1,12,205.41,33.2
277.95,3.737656,495.625,1.852475755,0.4144,1,12,26.71,33.2
279.40,3.746875,454.062,1.7013135562500001,0.3656,1,12,15.01,33.2
280.12,3.741406,554.375,2.0741419512499997,0.4218,1,12,148.43,33.2
281.35,3.745,512.187,1.9181403150000003,0.3434,1,12,736.25,33.2
282.07,3.739687,492.187,1.840625325469,0.4314,1,12,29.71,33.2
283.02,3.75,394.375,1.4789062499999999,0.2780,1,12,14.48,33.2
284.21,3.738281,584.687,2.185724303047,0.3503,1,12,57.52,33.2
285.26,3.748125,575.937,2.1586838681250002,0.3206,1,12,34.90,33.2
286.25,3.739218,607.812,2.272741571016,0.3912,1,12,110.71,33.2
287.19,3.739375,555.312,2.07651981,0.3639,1,12,135.24,33.2
288.17,3.751093,356.562,1.337497222266,0.3870,1,12,70.66,33.2
289.31,3.747968,339.062,1.2707935260160002,0.2752,1,12,138.13,33.2
290.35,3.758281,230.937,0.867926139297,0.1627,1,12,16.85,33.2
291.47,3.750156,356.25,1.335993075,0.1605,1,12,13.77,33.2
292.12,3.740468,610.625,2.2840232725,0.3151,1,12,18.27,33.2
293.23,3.740937,537.812,2.011920809844,0.3366,1,12,113.41,33.2
294.36,3.743437,481.875,1.8038687043750001,0.4594,1,12,271.95,33.2
295.22,3.708437,933.125,3.460435275625,0.3552,1,12,48.97,33.2
296.30,3.747187,464.375,1.7400999631249998,0.1616,1,12,15.12,33.2
297.40,3.738437,481.25,1.79912280625,0.2974,1,12,17.56,33.3
298.25,3.734062,555.625,2.0747381987500004,0.3635,1,12,54.93,33.3
299.45,3.74875,354.062,1.3272899224999999,0.3271,1,12,177.87,33.3
300.32,3.745781,660.625,2.474556573125,0.3230,1,12,75.57,33.3
301.36,3.751875,316.25,1.18653046875,0.2004,1,12,42.38,33.3
302.37,3.750312,359.687,1.348938472344,0.1870,1,12,18.24,33.2
303.31,3.734375,589.687,2.202112390625,0.3634,1,12,155.26,33.2
304.44,3.745781,416.875,1.561522454375,0.2453,1,12,47.66,33.2
305.41,3.747968,377.5,1.41485792,0.2154,1,12,16.90,33.2
306.38,3.739375,492.187,1.8404717631249998,0.4035,1,12,14.78,33.2
307.44,3.751406,293.125,1.09963088375,0.2019,1,12,14.75,33.2
308.41,3.746875,346.25,1.29735546875,0.1674,1,12,13.90,33.2
309.38,3.72875,870.625,3.2463429687499996,0.2832,1,12,24.96,33.2
310.53,3.748125,307.812,1.1537178525,0.1671,1,12,34.05,33.3
311.41,3.727656,641.562,2.3915224386719998,0.2896,1,12,20.19,33.3
312.43,3.732968,617.187,2.303939321016,0.4177,1,12,21.83,33.3
313.41,3.749062,327.812,1.228987512344,0.2604,1,12,17.52,33.3
314.42,3.738437,623.75,2.33185007875,0.4124,1,12,14.57,33.3
315.52,3.745312,394.375,1.47705742,0.3066,1,12,14.45,33.3
316.56,3.746093,391.25,1.46565888625,0.3219,1,12,16.07,33.3
317.44,3.723906,645.312,2.403081228672,0.4507,1,12,222.42,33.3
318.42,3.719843,995.937,3.704729277891,0.3761,1,12,123.10,33.3
319.45,3.732031,611.562,2.282368342422,0.4313,1,12,382.10,33.3
320.58,3.718281,774.375,2.879343849375,0.3249,1,12,15.36,33.3
321.57,3.745625,402.187,1.5064416818750002,0.3400,1,12,18.97,33.3
322.46,3.730937,585.625,2.1849299806249998,0.3867,1,12,89.62,33.3
323.57,3.727656,627.812,2.3402671686720002,0.4244,1,12,235.39,33.3
324.48,3.72875,633.75,2.3630953125,0.4175,1,12,309.01,33.3
325.44,3.709218,1367.812,5.073512891015999,0.4376,1,12,345.59,33.3
326.69,3.709218,737.5,2.735548275,0.3430,1,12,228.28,33.3
327.53,3.690156,973.125,3.5909830575,0.3724,1,12,14.73,33.4
328.50,3.727031,907.812,3.3834434661720003,0.5530,1,12,17.47,33.4
329.58,3.732656,515.625,1.92465075,0.4086,1,12,16.60,33.4
330.56,3.743125,368.437,1.379105745625,0.3344,1,12,14.44,33.3
331.48,3.622656,2183.437,7.909841148672,0.5959,1,12,60.17,33.3
332.45,3.713281,387.187,1.437734130547,0.3947,1,12,79.58,33.3
333.58,3.693593,958.125,3.538923793125,0.4518,1,12,392.85,33.3
334.64,3.742656,332.812,1.245600828672,0.2514,1,12,357.07,33.3
335.67,3.688906,963.437,3.554028529922,0.4336,1,12,117.84,33.3
336.77,3.742187,320.937,1.201006269219,0.2419,1,12,172.00,33.3
337.81,3.755625,284.062,1.0668303487500002,0.1159,1,12,14.13,33.3
338.67,3.756875,144.687,0.543570973125,0.1678,1,12,40.05,33.3
339.66,3.740312,435.0,1.6270357199999999,0.3688,1,12,19.70,33.3
340.81,3.743906,357.5,1.3384463949999998,0.4430,1,12,191.08,33.3
341.64,3.744062,350.937,1.313929886094,0.4003,1,12,23.18,33.4
342.62,3.695312,1391.875,5.14341239,0.4639,1,12,53.27,33.4
343.63,3.721406,796.25,2.9631695275,0.3627,1,12,18.02,33.4
344.79,3.737968,481.562,1.800063346016,0.3858,1,12,51.30,33.3
345.76,3.750156,276.562,1.0371506436720002,0.2035,1,12,21.38,33.3
346.75,3.73,592.187,2.20885751,0.3472,1,12,16.59,33.3
347.71,3.719531,749.375,2.787323543125,0.3995,1,12,151.55,33.4
348.76,3.743593,385.0,1.441283305,0.3935,1,12,53.08,33.4
349.79,3.735156,1708.75,6.382447815,0.4324,1,12,25.31,33.4
350.72,3.735468,419.062,1.5653926910159999,0.4449,1,12,150.55,33.4
351.64,3.752656,220.0,0.82558432,0.3307,1,12,15.42,33.4
352.85,3.727343,623.437,2.3237635378909998,0.4533,1,12,22.52,33.3
353.65,3.723125,761.562,2.83539052125,0.4828,1,12,22.99,33.3
354.67,3.700937,1145.625,4.239885950625,0.6498,1,12,175.52,33.3
355.70,3.703906,962.5,3.565009525,0.7492,1,12,518.42,33.5
356.95,3.722031,900.312,3.3509891736719997,0.5920,1,12,427.60,33.5
357.58,3.74,394.375,1.4749625,0.5527,1,12,39.64,33.5
358.90,3.727812,560.625,2.0899046025000003,0.6312,1,12,1360.94,33.4
359.84,3.729062,498.125,1.8575390087499999,0.5085,1,12,1440.27,33.4
360.87,3.739531,411.562,1.539048857422,0.3712,1,12,873.44,33.4
361.89,3.7375,458.75,1.7145781249999998,0.4795,1,12,1844.77,33.4
362.84,3.741093,303.125,1.134018815625,0.4327,1,12,568.64,33.4
363.94,3.738437,425.0,1.5888357249999998,0.3883,1,12,15.82,33.3
364.85,3.731093,435.937,1.626521489141,0.4659,1,12,28.77,33.3
366.20,3.702812,755.937,2.799092594844,0.4624,1,12,50.64,33.3
367.04,3.72625,504.062,1.8782610275,0.4886,1,12,658.53,33.4
367.91,3.737812,465.937,1.741584909844,0.5081,1,12,1381.91,33.4
368.96,3.7325,581.562,2.170680165,0.4791,1,12,873.96,33.4
369.91,3.735468,480.0,1.7930246399999998,0.4612,1,12,1258.75,33.4
371.05,3.738593,336.875,1.259438516875,0.3121,1,12,152.83,33.4
372.15,3.736562,563.437,2.105317283594,0.1763,1,12,350.23,33.4
373.04,3.75,256.25,0.9609374999999999,0.1969,1,12,32.63,33.3
374.03,3.741093,266.562,0.997233232266,0.2285,1,12,18.10,33.3
375.00,3.734062,430.937,1.609145476094,0.4028,1,12,15.98,33.3
