time_s,cpu,s_on,br,net_kbps,temp_c
266,0.378,1,20,1698.59,31.7
267,0.3506,1,20,279.39,31.6
268,0.3454,1,20,14.79,31.6
269,0.3122,1,20,14.31,31.6
270,0.3266,1,20,14.74,31.6
271,0.3468,1,20,1198.66,31.6
272,0.3757,1,20,1817.4,31.6
273,0.3875,1,20,1745.32,31.6
274,0.3697,1,20,1355.44,31.6
275,0.3725,1,20,1390.21,31.5
276,0.4221,1,20,1102.14,31.5
277,0.3341,1,20,14.7,31.5
278,0.3516,1,20,15.01,31.6
279,0.3127,1,20,14.62,31.6
280,0.3095,1,20,13.98,31.6
281,0.3124,1,20,15.57,31.5
282,0.3288,1,20,18.41,31.5
283,0.3484,1,20,1129.72,31.5
284,0.3896,1,20,1210.44,31.5
285,0.3515,1,20,845.73,31.5
286,0.3847,1,20,15.21,31.5
287,0.3178,1,20,14.43,31.4
288,0.3136,1,20,13.92,31.4
289,0.3177,1,20,14.9,31.4
290,0.3338,1,20,14.25,31.4
291,0.3161,1,20,15.65,31.4
292,0.3118,1,20,22.82,31.4
293,0.3571,1,20,1049.17,31.4
294,0.3593,1,20,1234.13,31.4
295,0.437,1,20,1285.71,31.5
296,0.4112,1,20,1480.4,31.5
297,0.372,1,20,1248.67,31.5
298,0.3333,1,20,274.1,31.4
299,0.3116,1,20,12.46,31.4
300,0.3376,1,20,13.18,31.4
301,0.3444,1,20,441.4,31.4
302,0.3822,1,20,1679.63,31.4
303,0.356,1,20,1048.87,31.4
304,0.3864,1,20,1718.75,31.4
305,0.3948,1,20,2130.86,31.4
306,0.3759,1,20,1138.76,31.3
307,0.3238,1,20,30.81,31.3
308,0.3138,1,20,14.75,31.3
309,0.3664,1,20,18.93,31.3
310,0.3094,1,20,14.7,31.3
311,0.3769,1,20,931.06,31.3
312,0.3895,1,20,2153.26,31.3
313,0.3817,1,20,1506.7,31.3
314,0.351,1,20,1037.02,31.2
315,0.393,1,20,1705.21,31.2
316,0.3672,1,20,1078.96,31.2
317,0.3959,1,20,1780.64,31.2
318,0.3565,1,20,1138.71,31.2
319,0.3773,1,20,217.54,31.2
320,0.4568,1,20,125.38,31.3
321,0.4437,1,20,14.66,31.3
322,0.4326,1,20,20.73,31.3
323,0.4801,1,20,17.13,31.2
324,0.338,1,20,14.11,31.2
325,0.3584,1,20,15.5,31.2
326,0.3943,1,20,22.23,31.2
327,0.3189,1,20,1260.03,31.2
328,0.3807,1,20,679.46,31.2
329,0.4012,1,20,1159.04,31.2
330,0.4073,1,20,1413.75,31.3
331,0.4324,1,20,1313.02,31.3
332,0.433,1,20,1738.23,31.3
333,0.4645,1,20,1634.94,31.3
334,0.417,1,20,1691.45,31.3
335,0.4173,1,20,2571.01,31.2
336,0.3779,1,20,1145.97,31.2
337,0.4095,1,20,1722.73,31.2
338,0.4319,1,20,1952.07,31.3
339,0.3848,1,20,1296.32,31.3
340,0.376,1,20,1465.94,31.3
341,0.3604,1,20,1075.62,31.2
342,0.3781,1,20,1216.57,31.2
343,0.3863,1,20,1814.84,31.2
344,0.3971,1,20,1755.95,31.2
345,0.3779,1,20,1511.03,31.2
346,0.3911,1,20,1706.23,31.2
347,0.3935,1,20,2115.22,31.2
348,0.3907,1,20,1560.94,31.2
349,0.3587,1,20,5168.8,31.2
350,0.3594,1,20,1508.15,31.2
351,0.4145,1,20,1255.39,31.2
352,0.335,1,20,878.79,31.3
353,0.3543,1,20,1083.76,31.3
354,0.3361,1,20,461.57,31.3
355,0.2947,1,20,19.1,31.3
356,0.3359,1,20,14.91,31.3
357,0.3184,1,20,13.51,31.3
358,0.4837,1,20,18.32,31.4
359,0.446,1,20,15.12,31.4
360,0.5119,1,20,19.97,31.4
361,0.599,1,20,15.49,31.5
362,0.6542,1,20,44.37,31.5
363,0.6971,1,20,119.06,31.5
364,0.5729,1,20,1268.76,31.5
365,0.5928,1,20,3216.86,31.4
366,0.3665,1,20,2051.26,31.4
367,0.3599,1,20,2044.08,31.4
368,0.3666,1,20,2168.0,31.5
369,0.3239,1,20,2108.68,31.5
370,0.3407,1,20,2060.59,31.4
371,0.348,1,20,1866.32,31.4
372,0.3448,1,20,2396.8,31.4
373,0.3832,1,20,1528.91,31.5
374,0.3341,1,20,24.1,31.5
375,0.4124,1,20,1708.18,31.5
376,0.3732,1,20,1288.56,31.5
377,0.4184,1,20,2628.72,31.5
378,0.4298,1,20,926.02,31.5
379,0.5185,1,20,974.01,31.5
380,0.4921,1,20,905.94,31.5
381,0.3593,1,20,1468.63,31.5
382,0.4631,1,20,1688.65,31.5
383,0.393,1,20,1711.51,31.5
384,0.4213,1,20,3539.76,31.5
385,0.4553,1,20,1329.18,31.5
386,0.3839,1,20,753.36,31.5
387,0.4028,1,20,1544.19,31.5
388,0.4196,1,20,2498.31,31.5
389,0.4451,1,20,2335.46,31.6
390,0.358,1,20,1770.0,31.6
391,0.4007,1,20,2273.99,31.6
392,0.4555,1,20,2673.0,31.6
393,0.4084,1,20,3339.73,31.6
394,0.3958,1,20,2974.17,31.6
395,0.427,1,20,3820.56,31.5
396,0.4069,1,20,3302.01,31.5
397,0.4793,1,20,3494.87,31.5
398,0.3923,1,20,2606.88,31.4
399,0.3733,1,20,2523.09,31.4
400,0.3158,1,20,1792.62,31.5
401,0.3674,1,20,2335.9,31.5
402,0.3586,1,20,2221.81,31.5
403,0.3647,1,20,2397.2,31.5
404,0.3823,1,20,3351.42,31.5
405,0.3593,1,20,1862.17,31.5
406,0.3569,1,20,2366.86,31.4
407,0.3749,1,20,3984.34,31.4
408,0.365,1,20,1935.07,31.5
409,0.3995,1,20,2663.49,31.5
410,0.324,1,20,889.89,31.5
411,0.3224,1,20,907.5,31.4
412,0.3784,1,20,392.82,31.4
413,0.3142,1,20,32.22,31.4
414,0.3446,1,20,1880.19,31.3
415,0.3778,1,20,2620.08,31.3
416,0.3908,1,20,3665.91,31.3
417,0.335,1,20,1884.46,31.4
418,0.4109,1,20,1659.61,31.4
419,0.4498,1,20,2652.8,31.4
420,0.408,1,20,3179.36,31.3
421,0.3672,1,20,3192.2,31.3
422,0.386,1,20,2631.04,31.3
423,0.4783,1,20,1600.78,31.3
424,0.3451,1,20,2274.55,31.3
425,0.3973,1,20,2819.27,31.3
426,0.4341,1,20,3485.3,31.3
427,0.3862,1,20,2824.8,31.3
428,0.4257,1,20,5623.29,31.3
429,0.4826,1,20,2773.35,31.3
430,0.377,1,20,2099.83,31.3
431,0.371,1,20,3489.46,31.3
432,0.3333,1,20,818.12,31.3
433,0.4118,1,20,3931.34,31.3
434,0.3883,1,20,3089.0,31.3
435,0.3548,1,20,2116.58,31.3
436,0.3673,1,20,4515.7,31.2
437,0.4114,1,20,9753.63,31.4
438,0.3406,1,20,2649.04,31.4
439,0.6353,1,20,2828.97,31.5
440,0.43,1,20,1333.16,31.5
441,0.3649,1,20,2277.6,31.5
442,0.3967,1,20,3106.1,31.3
443,0.4065,1,20,4640.21,31.3
444,0.4197,1,20,1733.76,31.3
445,0.431,1,20,2946.82,31.2
446,0.4337,1,20,2639.98,31.2
447,0.4284,1,20,3550.41,31.3
448,0.3872,1,20,2543.45,31.3
449,0.4211,1,20,2394.91,31.3
450,0.367,1,20,4001.58,31.2
451,0.3398,1,20,1349.28,31.2
452,0.3715,1,20,2616.14,31.2
453,0.3552,1,20,2299.23,31.2
454,0.4091,1,20,3214.44,31.2
455,0.3396,1,20,1944.48,31.2
456,0.3634,1,20,3580.65,31.2
457,0.3845,1,20,3974.1,31.2
458,0.3814,1,20,5833.83,31.2
459,0.4211,1,20,1944.5,31.2
460,0.3699,1,20,3345.2,31.2
461,0.333,1,20,2344.1,31.2
462,0.3844,1,20,3239.3,31.2
463,0.3675,1,20,2266.34,31.2
464,0.3392,1,20,2413.56,31.2
465,0.3695,1,20,1233.76,31.2
466,0.355,1,20,2321.61,31.2
467,0.3306,1,20,1772.49,31.1
468,0.3805,1,20,2856.89,31.1
469,0.3919,1,20,3276.95,31.1
470,0.3739,1,20,3288.75,31.2
471,0.3979,1,20,4308.68,31.2
472,0.3987,1,20,2597.2,31.2
473,0.3763,1,20,2770.82,31.2
474,0.3575,1,20,2501.74,31.2
475,0.5258,1,20,4366.23,31.2
476,0.4567,1,20,2019.48,31.2
477,0.3749,1,20,2882.33,31.2
478,0.3468,1,20,1900.24,31.2
479,0.367,1,20,2793.97,31.2
480,0.4093,1,20,3249.7,31.2
481,0.3889,1,20,3682.2,31.1
482,0.3441,1,20,1679.84,31.1
483,0.4031,1,20,3544.25,31.2
484,0.3675,1,20,3388.69,31.2
485,0.4656,1,20,3034.69,31.2
486,0.3785,1,20,4774.86,31.1
487,0.4823,1,20,2255.11,31.1
488,0.3637,1,20,2241.58,31.1
489,0.3557,1,20,2193.17,31.1
490,0.3886,1,20,472.48,31.1
491,0.3786,1,20,3141.77,31.1
492,0.336,1,20,1364.06,31.1
493,0.3915,1,20,3229.1,31.1
494,0.4321,1,20,1997.65,31.1
495,0.4159,1,20,2847.85,31.1
496,0.386,1,20,3493.64,31.1
497,0.4509,1,20,3868.99,31.2
498,0.3961,1,20,4892.75,31.2
499,0.4023,1,20,2793.88,31.2
500,0.3749,1,20,3978.88,31.2
501,0.3687,1,20,5181.84,31.2
502,0.4402,1,20,1262.96,31.2
503,0.3578,1,20,5749.44,31.1
504,0.3964,1,20,2359.76,31.1
505,0.3671,1,20,3306.02,31.2
506,0.3625,1,20,6273.1,31.2
507,0.3947,1,20,5559.88,31.2
508,0.3901,1,20,3441.37,31.2
509,0.4057,1,20,3098.34,31.2
510,0.3844,1,20,1831.17,31.1
511,0.3851,1,20,1409.56,31.1
512,0.3827,1,20,4341.38,31.2
513,0.3876,1,20,3170.07,31.2
514,0.3585,1,20,5490.2,31.2
515,0.3224,1,20,412.19,31.1
516,0.4043,1,20,2702.2,31.1
517,0.3984,1,20,4244.99,31.1
518,0.4016,1,20,2726.63,31.2
519,0.3909,1,20,4029.68,31.2
520,0.3758,1,20,4304.14,31.2
521,0.4303,1,20,3492.94,31.2
522,0.386,1,20,2741.39,31.2
523,0.3763,1,20,5931.78,31.2
524,0.3873,1,20,976.35,31.2
525,0.3722,1,20,3446.02,31.2
526,0.3794,1,20,4430.08,31.1
527,0.4468,1,20,3708.13,31.1
528,0.3742,1,20,3482.1,31.1
529,0.3761,1,20,7035.12,31.1
530,0.4085,1,20,3079.93,31.1
531,0.3771,1,20,1289.38,31.1
532,0.3978,1,20,4307.49,31.1
533,0.3274,1,20,990.6,31.1
534,0.3495,1,20,2673.41,31.1
535,0.3419,1,20,3376.24,31.1
536,0.454,1,20,4215.33,31.1
537,0.3234,1,20,572.61,31.1
538,0.331,1,20,1512.53,31.1
539,0.3616,1,20,1318.22,31.1
540,0.3671,1,20,1157.38,31.1
541,0.2856,1,20,18.04,31.1
542,0.3473,1,20,15.83,31.2
543,0.3001,1,20,17.54,31.2
544,0.3323,1,20,14.5,31.2
545,0.2994,1,20,15.21,31.1
546,0.3256,1,20,17.22,31.1
547,0.3013,1,20,12.95,31.1
548,0.3272,1,20,20.88,31.2
549,0.3084,1,20,17.06,31.2
550,0.3458,1,20,14.43,31.2
551,0.3161,1,20,14.77,31.2
552,0.3628,1,20,13.06,31.2
553,0.3107,1,20,15.93,31.2
554,0.3283,1,20,15.96,31.2
555,0.3482,1,20,14.5,31.2
556,0.4657,1,20,14.0,31.6
557,0.4637,1,20,14.13,31.6
558,0.3085,1,20,15.67,31.6
559,0.3184,1,20,15.13,31.2
560,0.3069,1,20,14.53,31.2
561,0.3523,1,20,15.82,31.2
562,0.3026,1,20,17.2,31.2
563,0.314,1,20,14.74,31.2
564,0.4596,1,20,13.47,31.2
565,0.4386,1,20,13.62,31.2
566,0.4055,1,20,26.7,31.2
567,0.4416,1,20,17.08,31.3
568,0.3771,1,20,15.49,31.3
569,0.3735,1,20,20.99,31.3
570,0.3034,1,20,16.01,31.2
571,0.3405,1,20,21.55,31.2
572,0.3514,1,20,14.92,31.2
573,0.2954,1,20,15.3,31.3
574,0.3492,1,20,14.37,31.3
575,0.3333,1,20,15.64,31.3
576,0.3033,1,20,22.72,31.4
577,0.2914,1,20,14.32,31.4
578,0.2832,1,20,14.72,31.4
579,0.3067,1,20,15.6,31.4
580,0.3305,1,20,12.28,31.4
581,0.3294,1,20,14.42,31.5
582,0.4134,1,20,15.66,31.5
583,0.317,1,20,16.7,31.5
584,0.377,1,20,16.44,31.5
585,0.3742,1,20,15.7,31.5
586,0.4082,1,20,18.46,31.5
587,0.4652,1,20,18.79,31.8
588,0.19,1,20,19.25,31.8
589,0.2804,1,20,14.2,31.8
590,0.2846,1,20,13.72,31.5
591,0.1449,1,20,17.19,31.5
592,0.3158,1,20,14.51,31.6
593,0.2357,1,20,14.77,31.6
594,0.134,1,20,16.39,31.6
595,0.3249,1,20,30.6,31.6
596,0.2085,1,20,258.43,31.6
597,0.4079,1,20,93.52,31.6
598,0.3762,1,20,26.54,31.6
599,0.3235,1,20,22.96,31.6
600,0.4785,1,20,35.02,31.6
601,0.1537,1,12,15.72,33.1
602,0.2894,1,12,16.23,33.1
603,0.4431,1,12,15.27,33.1
604,0.2635,1,12,16.48,33.2
605,0.3891,1,12,55.49,33.2
606,0.4,1,12,205.41,33.2
607,0.4144,1,12,26.71,33.2
608,0.3656,1,12,15.01,33.2
609,0.4218,1,12,148.43,33.2
610,0.3434,1,12,736.25,33.2
611,0.4314,1,12,29.71,33.2
612,0.278,1,12,14.48,33.2
613,0.3503,1,12,57.52,33.2
614,0.3206,1,12,34.9,33.2
615,0.3912,1,12,110.71,33.2
616,0.3639,1,12,135.24,33.2
617,0.387,1,12,70.66,33.2
618,0.2752,1,12,138.13,33.2
619,0.1627,1,12,16.85,33.2
620,0.1605,1,12,13.77,33.2
621,0.3151,1,12,18.27,33.2
622,0.3366,1,12,113.41,33.2
623,0.4594,1,12,271.95,33.2
624,0.3552,1,12,48.97,33.2
625,0.1616,1,12,15.12,33.2
626,0.2974,1,12,17.56,33.3
627,0.3635,1,12,54.93,33.3
628,0.3271,1,12,177.87,33.3
629,0.323,1,12,75.57,33.3
630,0.2004,1,12,42.38,33.3
631,0.187,1,12,18.24,33.2
632,0.3634,1,12,155.26,33.2
633,0.2453,1,12,47.66,33.2
634,0.2154,1,12,16.9,33.2
635,0.4035,1,12,14.78,33.2
636,0.2019,1,12,14.75,33.2
637,0.1674,1,12,13.9,33.2
638,0.2832,1,12,24.96,33.2
639,0.1671,1,12,34.05,33.3
640,0.2896,1,12,20.19,33.3
641,0.4177,1,12,21.83,33.3
642,0.2604,1,12,17.52,33.3
643,0.4124,1,12,14.57,33.3
644,0.3066,1,12,14.45,33.3
645,0.3219,1,12,16.07,33.3
646,0.4507,1,12,222.42,33.3
647,0.3761,1,12,123.1,33.3
648,0.4313,1,12,382.1,33.3
649,0.3249,1,12,15.36,33.3
650,0.34,1,12,18.97,33.3
651,0.3867,1,12,89.62,33.3
652,0.4244,1,12,235.39,33.3
653,0.4175,1,12,309.01,33.3
654,0.4376,1,12,345.59,33.3
655,0.343,1,12,228.28,33.3
656,0.3724,1,12,14.73,33.4
657,0.553,1,12,17.47,33.4
658,0.4086,1,12,16.6,33.4
659,0.3344,1,12,14.44,33.3
660,0.5959,1,12,60.17,33.3
661,0.3947,1,12,79.58,33.3
662,0.4518,1,12,392.85,33.3
663,0.2514,1,12,357.07,33.3
664,0.4336,1,12,117.84,33.3
665,0.2419,1,12,172.0,33.3
666,0.1159,1,12,14.13,33.3
667,0.1678,1,12,40.05,33.3
668,0.3688,1,12,19.7,33.3
669,0.443,1,12,191.08,33.3
670,0.4003,1,12,23.18,33.4
671,0.2817,1,12,19.66,33.8
672,0.4559,1,12,414.97,33.8
673,0.4294,1,12,530.63,33.8
674,0.2625,1,12,312.43,33.8
675,0.4911,1,12,15.83,33.8
676,0.4376,1,12,14.89,33.8
677,0.5885,1,12,24.93,33.8
678,0.4378,1,12,95.51,33.7
679,0.4364,1,12,220.78,33.7
680,0.422,1,12,510.81,33.7
681,0.3867,1,12,51.99,33.7
682,0.4158,1,12,43.83,33.7
683,0.3379,1,12,481.18,33.8
684,0.4603,1,12,434.12,33.8
685,0.3866,1,12,25.01,33.8
686,0.3701,1,12,22.84,33.7
687,0.3659,1,12,37.77,33.7
688,0.3207,1,12,18.62,33.8
689,0.5103,1,12,23.45,33.8
690,0.2492,1,12,39.52,33.8
691,0.3616,1,12,517.61,33.8
692,0.438,1,12,29.6,33.8
693,0.3372,1,12,263.11,33.8
694,0.3541,1,12,78.21,33.8
695,0.5066,1,12,370.69,33.8
696,0.5744,1,12,353.8,33.8
697,0.4724,1,12,99.37,33.8
698,0.4082,1,12,58.31,33.8
699,0.2532,1,12,33.47,33.8
700,0.5169,1,12,20.47,33.9
701,0.1786,1,12,20.14,33.9
702,0.155,1,12,13.84,33.8
703,0.2073,1,12,14.79,33.8
704,0.1919,1,12,33.22,33.8
705,0.1648,1,12,17.94,33.8
706,0.1266,1,12,13.94,33.8
707,0.1742,1,12,15.0,33.8
708,0.3333,1,12,14.37,33.8
709,0.3114,1,12,119.9,33.8
710,0.5178,1,12,2150.02,33.8
711,0.4664,1,12,1694.38,33.8
712,0.4419,1,12,2704.24,33.8
713,0.4872,0,0,51.7,25.3
714,0.4782,0,0,54.39,25.4
715,0.486,0,0,50.64,25.4
716,0.4545,0,0,16.06,25.4
717,0.1742,0,0,14.92,25.4
718,0.1343,0,0,14.46,25.4
719,0.1923,0,0,22.6,25.4
720,0.1301,0,0,14.93,25.3
721,0.1751,0,0,15.04,25.3
722,0.1218,0,0,14.5,25.3
723,0.1187,0,0,14.72,25.3
724,0.1245,0,0,15.9,25.3
