time_s,cpu,s_on,br,net_kbps,temp_c
150,0.0958,0,0,14.63,9.899999999999999
151,0.0916,0,0,14.82,9.899999999999999
152,0.0987,0,0,14.76,9.8
153,0.101,0,0,14.81,9.8
154,0.0991,0,0,14.43,9.8
155,0.0946,0,0,14.26,9.899999999999999
156,0.1056,0,0,14.88,9.899999999999999
157,0.1328,0,0,14.83,9.899999999999999
158,0.1016,0,0,14.33,9.8
159,0.1228,0,0,15.08,9.8
160,0.0948,0,0,14.62,9.8
161,0.0988,0,0,14.5,9.8
162,0.113,0,0,14.77,9.8
163,0.1066,0,0,14.34,9.8
164,0.0998,0,0,14.55,9.8
165,0.1282,0,0,14.95,9.8
166,0.1309,0,0,15.33,9.8
167,0.1178,0,0,14.63,9.8
168,0.1125,0,0,15.13,9.8
169,0.0989,0,0,14.77,9.8
170,0.1125,0,0,14.82,9.8
171,0.1258,0,0,14.6,9.7
172,0.2752,0,0,14.98,9.7
173,0.2061,0,0,14.24,9.7
174,0.2532,0,0,13.77,9.8
175,0.2784,0,0,14.84,9.8
176,0.1975,0,0,14.64,9.8
177,0.1132,0,0,14.45,9.7
178,0.1145,0,0,15.79,9.7
179,0.1152,0,0,13.53,9.7
180,0.1258,0,0,13.7,9.7
181,0.1289,0,0,14.18,9.7
182,0.1082,0,0,14.22,9.7
183,0.1281,0,0,14.3,9.7
184,0.1626,0,0,14.17,9.7
185,0.1124,0,0,13.93,9.7
186,0.1083,0,0,14.6,9.7
187,0.1111,0,0,14.36,9.7
188,0.1156,0,0,14.79,9.8
189,0.0939,0,0,13.83,9.8
190,0.1011,0,0,14.81,9.8
191,0.0984,0,0,14.22,9.8
192,0.147,0,0,14.41,9.8
193,0.16,0,0,17.89,9.8
194,0.1048,0,0,14.83,9.899999999999999
195,0.1007,0,0,14.75,9.899999999999999
196,0.1066,0,0,14.16,9.899999999999999
197,0.1036,0,0,14.42,10.0
198,0.1029,0,0,13.24,10.0
199,0.0925,0,0,14.5,10.2
200,0.0,0,0,0.0,-15.0
201,0.0904,0,0,14.17,10.5
202,0.0916,0,0,13.65,10.600000000000001
203,0.1124,0,0,14.36,10.600000000000001
204,0.0932,0,0,14.95,10.7
205,0.1966,0,0,12.8,10.7
206,0.0913,0,0,13.21,10.7
207,0.1069,0,0,13.89,10.7
208,0.1036,0,0,14.44,10.7
209,0.149,0,0,13.99,10.7
210,0.1037,0,0,14.53,10.8
211,0.0919,0,0,14.32,10.8
212,0.1163,0,0,14.06,10.8
213,0.1418,0,0,12.96,10.899999999999999
214,0.0909,0,0,11.24,10.899999999999999
215,0.1333,0,0,12.83,11.0
216,0.1187,0,0,14.19,11.0
217,0.1131,0,0,13.31,11.0
218,0.0961,0,0,13.53,11.0
219,0.149,0,0,13.68,11.0
220,0.0929,0,0,14.22,11.0
221,0.1037,0,0,13.73,11.0
222,0.1014,0,0,14.38,11.0
223,0.0914,0,0,15.36,11.0
224,0.1152,0,0,13.98,11.0
225,0.0974,0,0,14.3,11.0
226,0.0967,0,0,13.67,11.0
227,0.0923,0,0,14.22,11.0
228,0.1391,0,0,14.22,11.0
229,0.0977,0,0,13.89,11.0
230,0.0929,0,0,14.33,11.0
231,0.0913,0,0,15.03,11.0
232,0.1128,0,0,13.58,11.0
233,0.1008,0,0,12.7,11.0
234,0.1017,0,0,13.32,11.0
235,0.0907,0,0,13.77,11.100000000000001
236,0.1118,0,0,14.41,11.100000000000001
237,0.1328,0,0,14.33,11.100000000000001
238,0.1491,0,0,14.49,11.2
239,0.1049,0,0,14.26,11.2
240,0.1194,0,0,14.58,11.2
241,0.113,0,0,15.14,11.2
242,0.1137,0,0,14.48,11.2
243,0.1072,0,0,15.7,11.2
244,0.1149,0,0,14.51,11.2
245,0.113,0,0,14.9,11.2
246,0.0996,0,0,14.25,11.2
247,0.1274,0,0,14.7,11.2
248,0.1331,0,0,14.72,11.2
249,0.1122,0,0,14.8,11.2
250,0.1096,0,0,14.84,11.2
251,0.1155,0,0,14.9,11.2
252,0.1009,0,0,14.6,11.2
253,0.1213,0,0,14.33,11.2
254,0.1025,0,0,14.11,11.3
255,0.1529,0,0,15.01,11.3
256,0.1028,0,0,14.12,11.3
257,0.11,0,0,14.76,11.3
258,0.1137,0,0,14.67,11.3
259,0.1039,0,0,14.62,11.3
260,0.096,0,0,14.44,11.3
261,0.1169,0,0,14.6,11.3
262,0.1379,0,0,15.32,11.3
263,0.1146,0,0,14.68,11.3
264,0.0926,0,0,15.57,11.3
265,0.086,0,0,14.98,11.3
266,0.1054,0,0,14.79,11.3
267,0.0966,0,0,14.67,11.3
268,0.1303,0,0,15.29,11.3
269,0.0977,0,0,14.78,11.3
270,0.0935,0,0,14.65,11.3
271,0.1191,0,0,15.39,11.3
272,0.1225,0,0,14.44,11.3
273,0.0936,0,0,14.45,11.3
274,0.1043,0,0,14.46,11.2
275,0.0969,0,0,14.97,11.2
276,0.0995,0,0,14.31,11.2
277,0.1723,0,0,14.63,11.2
278,0.1599,0,0,14.75,11.2
279,0.1116,0,0,14.95,11.2
280,0.1677,0,0,22.12,11.2
281,0.0955,0,0,15.13,11.2
282,0.1326,0,0,15.7,11.2
283,0.1041,0,0,14.63,11.2
284,0.1058,0,0,15.15,11.2
285,0.1202,0,0,16.01,11.2
286,0.1478,0,0,14.47,11.2
287,0.099,0,0,15.09,11.2
288,0.141,0,0,14.85,11.2
289,0.1084,0,0,14.3,11.2
290,0.117,0,0,14.93,11.2
291,0.1184,0,0,15.21,11.3
292,0.1334,0,0,14.68,11.3
293,0.1144,0,0,14.34,11.2
294,0.1133,0,0,16.1,11.2
295,0.1471,0,0,14.42,11.2
296,0.1111,0,0,14.8,11.2
297,0.1121,0,0,14.75,11.2
298,0.0973,0,0,14.26,11.2
299,0.1088,0,0,14.69,11.2
300,0.1013,0,0,14.08,11.2
301,0.1323,0,0,14.75,11.2
302,0.1081,0,0,14.72,11.2
303,0.0927,0,0,14.69,11.2
304,0.1118,0,0,14.73,11.2
305,0.1078,0,0,14.42,11.2
306,0.1085,0,0,14.67,11.2
307,0.0929,0,0,14.48,11.2
308,0.1386,0,0,15.23,11.2
309,0.11,0,0,15.36,11.2
310,0.1067,0,0,13.56,11.100000000000001
311,0.1173,0,0,15.08,11.100000000000001
312,0.1064,0,0,14.44,11.100000000000001
313,0.1042,0,0,14.28,11.100000000000001
314,0.11,0,0,15.34,11.100000000000001
315,0.0931,0,0,14.45,11.100000000000001
316,0.1351,0,0,14.75,11.100000000000001
317,0.1262,0,0,14.88,11.100000000000001
318,0.0967,0,0,15.53,11.2
319,0.1334,0,0,14.88,11.2
320,0.1026,0,0,14.46,11.2
321,0.1043,0,0,14.69,11.100000000000001
322,0.1567,0,0,13.77,11.100000000000001
323,0.1097,0,0,14.77,11.100000000000001
324,0.1574,0,0,14.67,11.100000000000001
325,0.1197,0,0,14.97,11.100000000000001
326,0.1155,0,0,15.37,11.100000000000001
327,0.1171,0,0,15.38,11.100000000000001
328,0.1143,0,0,14.32,11.100000000000001
329,0.1113,0,0,14.46,11.100000000000001
330,0.1029,0,0,14.58,11.100000000000001
331,0.1158,0,0,13.91,11.100000000000001
332,0.208,0,0,21.26,11.100000000000001
333,0.1137,0,0,14.45,11.100000000000001
334,0.108,0,0,14.58,11.100000000000001
335,0.1452,0,0,15.33,11.100000000000001
336,0.136,0,0,14.63,11.100000000000001
337,0.0953,0,0,14.88,11.100000000000001
338,0.137,0,0,14.91,11.100000000000001
339,0.0919,0,0,15.57,11.100000000000001
340,0.1074,0,0,14.88,11.100000000000001
341,0.1014,0,0,14.83,11.100000000000001
342,0.1625,0,0,14.88,11.100000000000001
343,0.1063,0,0,14.22,11.100000000000001
344,0.0999,0,0,14.73,11.100000000000001
345,0.1349,0,0,15.03,11.100000000000001
346,0.1072,0,0,15.01,11.0
347,0.1131,0,0,14.25,11.0
348,0.1069,0,0,14.93,11.0
349,0.1154,0,0,15.12,11.0
350,0.0861,0,0,14.58,11.0
351,0.1108,0,0,14.77,11.0
352,0.145,0,0,14.74,11.0
353,0.1338,0,0,15.15,11.0
354,0.1062,0,0,14.67,11.0
355,0.1064,0,0,14.91,11.0
356,0.1024,0,0,14.48,11.0
357,0.1344,0,0,14.77,11.0
358,0.1282,0,0,14.57,11.0
359,0.1346,0,0,14.8,11.0
360,0.1348,0,0,14.35,11.0
361,0.0995,0,0,14.4,11.0
362,0.1009,0,0,13.96,11.0
363,0.1055,0,0,14.68,11.0
364,0.112,0,0,14.68,11.0
365,0.1011,0,0,14.3,11.0
366,0.1141,0,0,14.8,11.0
367,0.0898,0,0,14.67,11.0
368,0.1189,0,0,14.82,11.0
369,0.147,0,0,14.76,10.899999999999999
370,0.0961,0,0,14.78,10.899999999999999
371,0.107,0,0,14.63,10.899999999999999
372,0.0838,0,0,14.03,10.899999999999999
373,0.1051,0,0,14.33,10.899999999999999
374,0.0939,0,0,14.34,10.899999999999999
375,0.1284,0,0,14.97,10.899999999999999
376,0.0923,0,0,14.52,10.899999999999999
377,0.0914,0,0,14.57,10.899999999999999
378,0.1205,0,0,14.66,10.899999999999999
379,0.0973,0,0,14.88,10.899999999999999
380,0.1079,0,0,14.71,10.899999999999999
381,0.1033,0,0,14.14,10.899999999999999
382,0.1045,0,0,14.22,10.899999999999999
383,0.0941,0,0,15.02,10.899999999999999
384,0.1014,0,0,14.2,10.899999999999999
385,0.1002,0,0,14.74,10.899999999999999
386,0.1082,0,0,13.67,10.899999999999999
387,0.1246,0,0,14.38,10.899999999999999
388,0.098,0,0,14.75,10.899999999999999
389,0.1016,0,0,14.82,10.899999999999999
390,0.1111,0,0,14.3,10.899999999999999
391,0.122,0,0,14.9,10.899999999999999
392,0.109,0,0,14.96,10.899999999999999
393,0.102,0,0,14.88,10.899999999999999
394,0.1743,0,0,15.84,10.899999999999999
395,0.0998,0,0,14.92,10.899999999999999
396,0.1379,0,0,14.84,10.8
397,0.1113,0,0,15.18,10.8
398,0.0982,0,0,14.47,10.8
399,0.1059,0,0,14.69,10.8
400,0.1022,0,0,14.93,10.8
401,0.1784,0,0,14.73,10.8
402,0.0994,0,0,14.79,10.8
403,0.1122,0,0,15.0,10.8
404,0.12,0,0,14.71,10.8
405,0.1002,0,0,14.89,10.8
406,0.1207,0,0,14.36,10.8
407,0.1032,0,0,14.92,10.8
408,0.0997,0,0,15.02,10.8
409,0.1369,0,0,15.0,10.8
410,0.114,0,0,13.99,10.8
411,0.1063,0,0,14.7,10.8
412,0.1062,0,0,15.03,10.8
413,0.096,0,0,15.03,10.8
414,0.091,0,0,14.22,10.8
415,0.155,0,0,14.92,10.8
416,0.1154,0,0,13.59,10.8
417,0.1196,0,0,14.56,10.8
418,0.1033,0,0,14.31,10.8
419,0.1176,0,0,14.63,10.7
420,0.1002,0,0,14.93,10.7
421,0.1178,0,0,15.09,10.8
422,0.1031,0,0,14.88,10.8
423,0.1384,0,0,14.69,10.8
424,0.1107,0,0,14.52,10.7
425,0.102,0,0,14.77,10.7
426,0.1027,0,0,14.63,10.7
427,0.1104,0,0,14.74,10.7
428,0.1029,0,0,15.26,10.7
429,0.1039,0,0,15.03,10.7
430,0.1023,0,0,14.58,10.7
431,0.1961,0,0,14.23,10.7
432,0.106,0,0,14.45,10.7
433,0.1086,0,0,15.01,10.7
434,0.1045,0,0,15.09,10.7
435,0.105,0,0,14.63,10.7
436,0.0995,0,0,15.04,10.7
437,0.1051,0,0,15.14,10.7
438,0.1717,0,0,14.43,10.7
439,0.0998,0,0,14.42,10.7
440,0.1023,0,0,14.99,10.7
441,0.1366,0,0,14.53,10.7
442,0.1005,0,0,14.33,10.7
443,0.1552,0,0,14.23,10.7
444,0.114,0,0,14.09,10.7
445,0.1043,0,0,14.67,10.7
446,0.1658,0,0,14.78,10.7
447,0.1306,0,0,14.42,10.7
448,0.0878,0,0,15.2,10.7
449,0.101,0,0,14.18,10.600000000000001
450,0.0986,0,0,14.61,10.600000000000001
451,0.1191,0,0,14.41,10.600000000000001
452,0.0917,0,0,14.37,10.600000000000001
453,0.1229,0,0,14.73,10.600000000000001
454,0.0898,0,0,14.14,10.600000000000001
455,0.1433,0,0,14.56,10.600000000000001
456,0.0883,0,0,14.52,10.600000000000001
457,0.1093,0,0,14.08,10.600000000000001
458,0.0855,0,0,14.8,10.600000000000001
459,0.1451,0,0,14.75,10.600000000000001
460,0.1059,0,0,14.88,10.600000000000001
461,0.1014,0,0,14.48,10.600000000000001
462,0.0987,0,0,14.73,10.600000000000001
463,0.1032,0,0,13.81,10.600000000000001
464,0.1066,0,0,14.33,10.600000000000001
465,0.1049,0,0,15.17,10.600000000000001
466,0.1098,0,0,14.88,10.5
467,0.1014,0,0,14.93,10.5
468,0.1285,0,0,15.4,10.5
469,0.0936,0,0,14.52,10.600000000000001
470,0.0985,0,0,14.86,10.600000000000001
471,0.1286,0,0,14.92,10.600000000000001
472,0.1036,0,0,14.52,10.600000000000001
473,0.1154,0,0,15.08,10.600000000000001
474,0.1125,0,0,14.73,10.5
475,0.1545,0,0,14.93,10.5
476,0.1268,0,0,14.78,10.5
477,0.0988,0,0,13.66,10.600000000000001
478,0.1028,0,0,14.67,10.600000000000001
479,0.096,0,0,14.46,10.600000000000001
480,0.1167,0,0,14.73,10.5
481,0.139,0,0,14.98,10.5
482,0.105,0,0,14.23,10.5
483,0.1308,0,0,14.82,10.600000000000001
484,0.0949,0,0,14.72,10.600000000000001
485,0.1078,0,0,14.13,10.5
486,0.1704,0,0,14.84,10.5
487,0.1061,0,0,14.79,10.5
488,0.1247,0,0,14.73,10.5
489,0.1463,0,0,14.48,10.5
490,0.0903,0,0,14.42,10.5
491,0.1061,0,0,14.78,10.5
492,0.1032,0,0,14.11,10.5
493,0.0983,0,0,14.46,10.5
494,0.12,0,0,14.83,10.5
495,0.1623,0,0,14.58,10.5
496,0.1164,0,0,14.62,10.5
497,0.1052,0,0,14.98,10.399999999999999
498,0.1196,0,0,14.45,10.399999999999999
499,0.0966,0,0,14.98,10.5
500,0.0975,0,0,15.3,10.5
501,0.1163,0,0,14.66,10.5
502,0.0947,0,0,14.53,10.399999999999999
503,0.1074,0,0,14.52,10.399999999999999
504,0.0992,0,0,14.78,10.399999999999999
505,0.0969,0,0,14.94,10.5
506,0.1525,0,0,15.12,10.5
507,0.1181,0,0,14.48,10.5
508,0.1045,0,0,14.95,10.399999999999999
509,0.1074,0,0,14.64,10.399999999999999
510,0.1019,0,0,14.85,10.399999999999999
511,0.1229,0,0,14.37,10.399999999999999
512,0.1023,0,0,12.93,10.399999999999999
513,0.1027,0,0,13.52,10.399999999999999
514,0.136,0,0,14.67,10.399999999999999
515,0.1356,0,0,14.77,10.399999999999999
516,0.0936,0,0,14.11,10.399999999999999
517,0.1122,0,0,14.68,10.399999999999999
518,0.0978,0,0,14.6,10.399999999999999
519,0.1311,0,0,14.86,10.3
520,0.1069,0,0,14.7,10.3
521,0.1212,0,0,14.73,10.399999999999999
522,0.1085,0,0,16.0,10.399999999999999
523,0.1255,0,0,14.45,10.399999999999999
524,0.0959,0,0,14.75,10.399999999999999
525,0.1206,0,0,14.57,10.399999999999999
526,0.1004,0,0,15.25,10.399999999999999
527,0.1044,0,0,15.0,10.399999999999999
528,0.1274,0,0,14.08,10.399999999999999
529,0.1483,0,0,14.95,10.399999999999999
530,0.1102,0,0,14.01,10.3
531,0.1111,0,0,14.1,10.3
532,0.0979,0,0,14.32,10.3
533,0.1078,0,0,15.06,10.399999999999999
534,0.104,0,0,14.53,10.399999999999999
535,0.2033,0,0,14.88,10.3
536,0.1924,0,0,16.14,10.3
537,0.0964,0,0,14.62,10.3
538,0.0976,0,0,14.63,10.3
539,0.0909,0,0,14.63,10.3
540,0.1004,0,0,14.78,10.3
541,0.1193,0,0,14.72,10.3
542,0.0919,0,0,14.73,10.3
543,0.1436,0,0,14.82,10.3
544,0.109,0,0,14.64,10.3
545,0.109,0,0,14.82,10.3
546,0.1182,0,0,15.33,10.3
547,0.088,0,0,15.2,10.2
548,0.1334,0,0,14.58,10.2
549,0.0978,0,0,14.75,10.3
550,0.1171,0,0,13.92,10.3
551,0.1478,0,0,14.65,10.3
552,0.1143,0,0,14.06,10.2
553,0.1057,0,0,14.74,10.2
554,0.1014,0,0,14.72,10.2
555,0.1042,0,0,15.54,10.2
556,0.104,0,0,14.88,10.2
557,0.0977,0,0,14.48,10.2
558,0.1107,0,0,14.76,10.3
559,0.1469,0,0,14.03,10.3
560,0.1324,0,0,13.05,10.3
561,0.0986,0,0,14.73,10.2
562,0.1186,0,0,14.72,10.2
563,0.1096,0,0,14.76,10.2
564,0.1065,0,0,14.92,10.2
565,0.1131,0,0,15.09,10.2
566,0.1568,0,0,14.69,10.2
567,0.1137,0,0,14.72,10.2
568,0.0945,0,0,14.7,10.2
569,0.0991,0,0,14.73,10.2
570,0.1342,0,0,15.03,10.2
571,0.0932,0,0,14.52,10.2
572,0.1022,0,0,14.68,10.2
573,0.1281,0,0,14.55,10.2
574,0.1205,0,0,14.35,10.2
575,0.1257,0,0,15.42,10.2
576,0.1348,0,0,14.65,10.2
577,0.0989,0,0,14.88,10.2
578,0.0978,0,0,14.91,10.2
579,0.1062,0,0,14.52,10.2
580,0.1227,0,0,14.51,10.2
581,0.0999,0,0,15.75,10.2
582,0.0991,0,0,14.71,10.2
583,0.0965,0,0,14.26,10.2
584,0.1528,0,0,16.43,10.2
585,0.1059,0,0,14.99,10.2
586,0.1072,0,0,14.96,10.100000000000001
587,0.1477,0,0,14.58,10.100000000000001
588,0.0991,0,0,14.73,10.100000000000001
589,0.0989,0,0,14.8,10.100000000000001
590,0.1029,0,0,14.65,10.100000000000001
591,0.0991,0,0,14.52,10.100000000000001
592,0.1114,0,0,14.99,10.100000000000001
593,0.1003,0,0,14.55,10.100000000000001
594,0.1757,0,0,14.27,10.100000000000001
595,0.1655,0,0,14.36,10.100000000000001
596,0.125,0,0,14.58,10.100000000000001
597,0.1141,0,0,14.88,10.100000000000001
598,0.1066,0,0,14.51,10.100000000000001
599,0.1098,0,0,14.99,10.100000000000001
600,0.1279,0,0,14.54,10.100000000000001
601,0.1496,0,0,14.92,10.100000000000001
602,0.145,0,0,14.0,10.0
603,0.1162,0,0,14.16,10.0
604,0.1079,0,0,14.53,10.0
605,0.1142,0,0,14.28,10.0
606,0.1271,0,0,14.91,10.0
607,0.1175,0,0,14.77,10.0
608,0.1281,0,0,19.37,10.100000000000001
609,0.1541,0,0,14.52,10.100000000000001
610,0.1034,0,0,14.45,10.100000000000001
611,0.1054,0,0,14.72,10.100000000000001
612,0.0934,0,0,14.24,10.100000000000001
613,0.0906,0,0,14.76,10.0
614,0.0951,0,0,14.22,10.0
615,0.1413,0,0,15.08,10.0
616,0.1291,0,0,14.73,10.0
617,0.1171,0,0,14.72,10.0
618,0.1126,0,0,14.58,10.0
619,0.1071,0,0,14.82,10.100000000000001
620,0.1427,0,0,14.92,10.100000000000001
621,0.1068,0,0,14.73,10.100000000000001
622,0.1049,0,0,16.09,10.0
623,0.0962,0,0,14.63,10.0
624,0.1233,0,0,15.27,10.0
625,0.1135,0,0,14.68,10.0
626,0.0997,0,0,15.1,10.0
627,0.104,0,0,14.33,10.0
628,0.1018,0,0,14.83,10.0
629,0.1088,0,0,14.73,10.0
630,0.1216,0,0,14.42,10.0
631,0.0869,0,0,14.37,10.0
632,0.1074,0,0,14.33,10.0
633,0.1416,0,0,14.51,10.0
634,0.116,0,0,14.68,10.0
635,0.1035,0,0,14.95,10.0
636,0.1074,0,0,15.08,10.0
637,0.1062,0,0,14.82,10.0
638,0.1009,0,0,14.96,10.0
639,0.1256,0,0,14.8,10.0
640,0.0995,0,0,14.66,10.0
641,0.127,0,0,15.42,9.899999999999999
642,0.103,0,0,14.54,9.899999999999999
643,0.1046,0,0,14.56,9.899999999999999
644,0.1118,1,12,15.46,18.1
645,0.1663,1,12,14.37,18.1
646,0.358,1,12,19.52,18.1
647,0.2935,1,12,27.35,18.1
648,0.4005,1,12,22.68,18.200000000000003
649,0.2313,1,12,20.29,18.200000000000003
650,0.3534,1,12,19.93,18.200000000000003
651,0.3737,1,12,23.92,18.200000000000003
652,0.3014,1,12,16.02,18.200000000000003
653,0.318,1,12,26.57,18.200000000000003
654,0.3921,1,12,30.16,18.200000000000003
655,0.386,1,12,18.32,18.200000000000003
656,0.3915,1,12,36.53,18.200000000000003
657,0.3652,1,12,42.73,18.200000000000003
658,0.3684,1,12,44.44,18.200000000000003
659,0.212,1,12,20.35,18.1
660,0.4314,1,12,23.74,18.1
661,0.4006,1,12,142.98,18.1
662,0.2392,1,12,22.61,18.1
663,0.3368,1,12,297.14,18.1
664,0.5387,1,12,174.51,18.1
665,0.4543,1,12,96.83,18.200000000000003
666,0.4447,1,12,829.31,18.200000000000003
667,0.3835,1,12,1545.36,18.200000000000003
668,0.4947,1,12,1271.98,18.200000000000003
669,0.4644,1,12,1159.37,18.200000000000003
670,0.2442,1,12,23.13,18.200000000000003
671,0.3012,1,12,332.25,18.200000000000003
672,0.2654,1,12,45.48,18.200000000000003
673,0.3105,1,12,21.92,18.200000000000003
674,0.349,1,12,15.69,18.200000000000003
675,0.4026,1,12,16.27,18.200000000000003
676,0.4002,1,12,90.01,18.299999999999997
677,0.2722,1,12,89.04,18.299999999999997
678,0.2036,1,12,184.58,18.299999999999997
679,0.2285,1,12,27.42,18.200000000000003
680,0.2282,1,12,13.72,18.200000000000003
681,0.1582,1,12,14.81,18.200000000000003
682,0.1537,1,12,15.72,18.1
683,0.2894,1,12,16.23,18.1
