time_s,cpu,s_on,br,net_kbps,temp_c
235,0.9903,1,23,68.51,36.0
236,0.4663,1,23,16.27,35.9
237,0.2672,1,23,15.1,35.9
238,0.2836,1,23,14.45,35.9
239,0.2975,1,23,15.11,35.9
240,0.2857,1,23,14.22,35.9
241,0.2341,1,23,14.25,35.9
242,0.2588,1,23,17.67,35.9
243,0.2338,1,23,15.0,35.9
244,0.2963,1,23,15.98,35.9
245,0.313,1,23,14.98,35.9
246,0.2468,1,23,14.6,35.9
247,0.2771,1,23,15.4,35.9
248,0.2423,1,23,14.15,35.9
249,0.3472,1,23,14.77,35.9
250,0.3576,1,23,42.73,36.0
251,0.469,1,23,41.32,36.0
252,0.5749,1,23,71.19,36.0
253,0.74,1,23,43.01,36.0
254,0.8745,1,23,71.15,36.0
255,0.9625,1,23,42.19,36.1
256,0.9976,1,23,16.64,36.1
257,0.9977,1,23,13.58,36.1
258,0.9869,1,23,14.2,36.1
259,0.9882,1,23,16.3,36.1
260,0.9917,1,23,11.22,36.1
261,0.9836,1,23,18.25,36.2
262,0.9835,1,23,11.03,36.2
263,0.985,1,23,18.07,36.2
264,0.9867,1,23,11.69,36.2
265,0.9858,1,23,14.37,36.2
266,0.9941,1,23,13.42,36.3
267,0.9875,1,23,15.06,36.3
268,0.9743,1,23,14.3,36.3
269,0.9922,1,23,12.52,36.3
270,0.9856,1,23,14.6,36.3
271,0.9799,1,23,13.28,36.3
272,0.9844,1,23,16.5,36.4
273,0.9914,1,23,14.37,36.4
274,0.9921,1,23,20.43,36.4
275,0.9961,1,23,13.19,36.4
276,0.9797,1,23,14.02,36.4
277,0.9949,1,23,15.2,36.4
278,0.985,1,23,14.66,36.4
279,0.9939,1,23,12.87,36.4
280,0.9941,1,23,14.75,36.4
281,0.9869,1,23,13.78,36.4
282,0.9763,1,23,14.32,36.4
283,0.9846,1,23,14.25,36.5
284,0.9805,1,23,15.46,36.5
285,0.9791,1,23,14.37,36.5
286,0.9802,1,23,15.24,36.5
287,0.9795,1,23,14.25,36.5
288,0.9777,1,23,14.51,36.5
289,0.9744,1,23,14.56,36.5
290,0.998,1,23,18.69,36.5
291,0.9707,1,23,10.03,36.6
292,0.9381,1,23,14.31,36.6
293,0.9218,1,23,14.27,36.6
294,0.9324,1,23,14.64,36.5
295,0.9235,1,23,16.15,36.5
296,0.9337,1,23,50.17,36.5
297,0.9277,1,23,11.09,36.5
298,0.9257,1,23,21.71,36.5
299,0.9253,1,23,21.38,36.5
300,0.9375,1,23,20.52,36.6
301,0.9429,1,23,15.1,36.6
302,0.9521,1,23,14.57,36.7
303,0.9701,1,23,15.45,36.7
304,0.9411,1,23,14.47,36.7
305,0.9303,1,23,15.33,36.6
306,0.9324,1,23,15.6,36.6
307,0.9393,1,23,18.38,36.6
308,0.9426,1,23,14.29,36.7
309,0.972,1,23,15.96,36.7
310,0.9524,1,23,14.6,36.7
311,0.9378,1,23,14.5,36.7
312,0.9446,1,23,14.66,36.7
313,0.9281,1,23,14.62,36.7
314,0.9164,1,23,13.83,36.7
315,0.9453,1,23,15.17,36.7
316,0.938,1,23,16.03,36.7
317,0.9643,1,23,14.97,36.7
318,0.9782,1,23,16.6,36.7
319,0.9327,1,23,15.24,36.7
320,0.93,1,23,14.99,36.7
321,0.9325,1,23,14.74,36.7
322,0.8815,1,23,14.63,36.8
323,0.884,1,23,14.94,36.8
324,0.8034,1,23,14.22,36.8
325,0.8078,1,23,15.02,36.8
326,0.8661,1,23,17.47,36.8
327,0.7929,1,23,15.02,36.8
328,0.7993,1,23,15.78,36.8
329,0.8396,1,23,14.77,36.8
330,0.7975,1,23,14.28,36.9
331,0.8218,1,23,18.07,36.9
332,0.7995,1,23,15.02,36.9
333,0.8072,1,23,14.73,36.9
334,0.817,1,23,13.96,36.9
335,0.8405,1,23,26.56,36.9
336,0.8014,1,23,15.3,36.8
337,0.8169,1,23,17.46,36.8
338,0.8002,1,23,15.54,36.8
339,0.803,1,23,14.55,36.9
340,0.8182,1,23,15.29,36.9
341,0.8271,1,23,15.17,36.9
342,0.8007,1,23,16.57,36.9
343,0.8101,1,23,25.65,36.9
344,0.7961,1,23,17.49,37.0
345,0.7975,1,23,14.75,37.0
346,0.8205,1,23,15.23,37.0
347,0.8031,1,23,17.66,36.9
348,0.8102,1,23,14.74,36.9
349,0.7932,1,23,14.93,36.9
350,0.8791,1,23,15.63,36.9
351,0.8115,1,23,14.42,36.9
352,0.8035,1,23,15.97,36.9
353,0.804,1,23,15.04,36.9
354,0.7975,1,23,15.03,36.9
355,0.8088,1,23,16.9,36.9
356,0.7965,1,23,15.01,36.9
357,0.8007,1,23,16.58,36.9
358,0.8031,1,23,14.67,37.0
359,0.8235,1,23,14.7,37.0
360,0.7988,1,23,17.95,37.0
361,0.7964,1,23,15.33,37.0
362,0.7904,1,23,14.41,37.0
363,0.8084,1,23,15.18,37.0
364,0.8232,1,23,12.28,36.9
365,0.8722,1,23,14.91,36.9
366,0.8631,1,23,14.08,36.9
367,0.8938,1,23,16.86,36.9
368,0.8998,1,23,17.46,36.9
369,0.8624,1,23,18.98,37.0
370,0.8453,1,23,31.61,37.0
371,0.7979,1,23,17.78,37.0
372,0.8002,1,23,14.48,37.0
373,0.8007,1,23,14.58,37.0
374,0.8375,1,23,31.19,37.0
375,0.8214,1,23,14.63,37.0
376,0.8769,1,23,16.71,37.0
377,0.832,1,23,18.16,37.0
378,0.8002,1,23,14.74,37.0
379,0.7938,1,23,15.87,37.0
380,0.817,1,23,14.28,37.0
381,0.7877,1,23,12.78,37.0
382,0.8616,1,23,14.59,37.0
383,0.8979,0,0,24.33,37.0
384,0.7313,1,23,33.88,37.0
385,0.9944,1,23,35.06,37.0
386,0.9835,1,23,29.03,37.1
387,0.9725,1,23,29.3,37.1
388,0.9862,1,23,60.13,37.1
389,0.9669,1,23,39.7,37.1
390,0.9624,1,23,31.39,37.1
391,0.422,1,23,24.67,36.1
392,0.4844,1,23,19.31,36.1
393,0.462,1,23,21.62,36.1
394,0.4378,1,23,14.2,36.1
395,0.4553,1,23,14.49,36.1
396,0.4564,1,23,14.65,36.1
397,0.4657,1,23,14.05,36.1
398,0.4306,1,23,14.23,36.2
399,0.4324,1,23,13.43,36.2
400,0.4449,1,23,14.21,36.0
401,0.4618,1,23,17.09,36.0
402,0.4456,1,23,12.42,36.0
403,0.4446,1,23,14.48,36.0
404,0.4313,1,23,13.41,36.0
405,0.4624,1,23,15.71,36.0
406,0.4631,1,23,15.59,36.0
407,0.4537,1,23,16.1,36.0
408,0.4919,1,23,18.18,36.0
409,0.4425,1,23,13.67,36.0
410,0.5183,1,23,26.43,36.0
411,0.472,1,23,36.37,36.1
412,0.4752,1,23,30.25,36.1
413,0.4742,1,23,36.5,36.1
414,0.4775,1,23,15.8,35.9
415,0.486,1,23,16.52,35.9
416,0.4709,1,23,13.41,35.9
417,0.4709,1,23,14.41,35.9
418,0.467,1,23,14.07,35.9
419,0.4507,1,23,17.43,35.9
420,0.6088,1,23,14.74,36.0
421,0.5107,1,23,15.06,36.0
422,0.4697,1,23,14.65,36.0
423,0.4802,1,23,15.72,35.9
424,0.4519,1,23,15.02,35.9
425,0.4563,1,23,13.02,35.9
426,0.463,1,23,14.03,35.9
427,0.4818,1,23,16.18,35.9
428,0.4667,1,23,14.62,35.9
429,0.461,1,23,14.47,35.9
430,0.4947,1,23,15.34,35.9
431,0.5062,1,23,16.37,35.8
432,0.4642,1,23,15.46,35.8
433,0.451,1,23,15.38,35.8
434,0.4391,1,23,14.12,35.8
435,0.5087,1,23,11.69,35.8
436,0.4689,1,23,15.66,35.8
437,0.4699,1,23,17.15,35.9
438,0.4579,1,23,17.29,35.9
439,0.5134,1,23,14.75,35.9
440,0.5115,1,23,13.95,35.9
441,0.4725,1,23,13.14,35.9
442,0.4651,1,23,15.19,35.9
443,0.475,1,23,18.09,35.9
444,0.4653,1,23,15.15,35.9
445,0.4684,1,23,14.55,35.8
446,0.4802,1,23,14.56,35.8
447,0.4989,1,23,16.9,35.8
448,0.4717,1,23,14.03,35.8
449,0.5882,1,23,13.89,35.8
450,0.4612,1,23,14.43,35.8
451,0.4483,1,23,14.93,35.8
452,0.5289,1,23,15.33,35.8
453,0.4901,1,23,15.99,35.8
454,0.4472,1,23,16.07,35.8
455,0.5339,1,23,15.13,35.8
456,0.4784,1,23,14.41,35.9
457,0.4524,1,23,15.18,35.9
458,0.4622,1,23,15.2,35.9
459,0.4741,1,23,15.47,35.7
460,0.4757,1,23,14.98,35.7
461,0.4621,1,23,14.18,35.7
462,0.4608,1,23,14.96,35.7
463,0.4763,1,23,16.9,35.7
464,0.4823,1,23,16.68,35.8
465,0.4593,1,23,15.03,35.8
466,0.4626,1,23,13.91,35.8
467,0.5006,1,23,14.31,35.8
468,0.6137,1,23,17.41,35.8
469,0.4944,1,23,15.11,35.8
470,0.5105,1,23,14.64,35.8
471,0.476,1,23,14.5,35.8
472,0.5042,1,23,13.91,35.8
473,0.4483,1,23,15.57,35.7
474,0.4633,1,23,14.93,35.7
475,0.47,1,23,12.84,35.7
476,0.5482,1,23,16.3,35.7
477,0.5701,1,23,63.58,35.7
478,0.6265,1,23,48.15,35.9
479,0.7445,1,23,14.35,35.9
480,0.7514,1,23,12.87,35.9
481,0.7556,1,23,14.55,35.8
482,0.7349,1,23,13.37,35.8
483,0.7882,1,23,42.96,35.8
484,0.8672,1,23,18.14,35.9
485,0.8268,1,23,14.25,35.9
486,0.8689,1,23,14.16,35.9
487,0.8457,1,23,14.4,35.9
488,0.8479,1,23,14.08,35.9
489,0.9243,1,23,15.16,35.9
490,0.9087,1,23,42.12,35.9
491,0.918,1,23,14.27,35.9
492,0.9268,1,23,19.27,35.9
493,0.9186,1,23,10.16,35.9
494,0.9251,1,23,15.23,35.9
495,0.9206,1,23,14.73,35.9
496,0.9251,1,23,21.12,35.9
497,0.9372,1,23,15.48,35.9
498,0.943,1,23,16.15,36.0
499,0.932,1,23,14.74,36.0
500,0.9305,1,23,14.54,36.0
501,0.9262,1,23,14.54,36.0
502,0.9412,1,23,16.41,36.0
503,0.9172,1,23,14.41,35.9
504,0.9377,1,23,20.64,35.9
505,0.9869,1,23,11.16,35.9
506,0.9267,1,23,14.84,35.9
507,0.9283,1,23,16.89,35.9
508,0.9295,1,23,12.79,35.9
509,0.9237,1,23,20.05,35.9
510,0.9244,1,23,16.4,35.9
511,0.9258,1,23,21.92,35.9
512,0.9532,1,23,17.19,35.9
513,0.9638,1,23,14.16,35.9
514,0.918,1,23,13.39,36.0
515,0.9199,1,23,19.05,36.0
516,0.9206,1,23,10.64,36.0
517,0.9186,1,23,14.61,35.9
518,0.9259,1,23,15.04,35.9
519,0.9189,1,23,16.16,35.9
520,0.9155,1,23,14.99,35.9
521,0.9165,1,23,12.99,35.9
522,0.9359,1,23,13.11,35.9
523,0.9134,1,23,18.59,36.0
524,0.9124,1,23,15.56,36.0
525,0.9212,1,23,10.49,36.0
526,0.9198,1,23,15.35,36.0
527,0.9364,1,23,19.41,36.0
528,0.9153,1,23,14.61,35.9
529,0.923,1,23,14.17,35.9
530,0.9605,1,23,12.72,35.9
531,0.9836,1,23,14.69,36.0
532,0.9711,1,23,14.04,36.0
533,0.9697,1,23,14.56,36.0
534,0.9309,1,23,14.41,35.9
535,0.9345,1,23,14.68,35.9
536,0.9312,1,23,14.91,35.9
537,0.9234,1,23,14.3,36.0
538,0.9366,1,23,16.47,36.0
539,0.9474,1,23,14.79,36.2
540,0.9413,1,23,14.13,36.2
541,0.9805,1,23,14.92,36.2
542,0.9508,1,23,16.65,36.0
543,0.9836,1,23,14.26,36.0
544,0.984,1,23,14.85,36.0
545,0.9841,1,23,14.5,36.0
546,0.9818,1,23,14.59,36.0
547,0.9978,1,23,14.88,36.0
548,0.9925,1,23,13.9,36.0
549,0.99,1,23,16.39,36.0
550,0.9903,1,23,68.51,36.0
551,0.4663,1,23,16.27,35.9
552,0.2672,1,23,15.1,35.9
553,0.2836,1,23,14.45,35.9
554,0.2975,1,23,15.11,35.9
555,0.2857,1,23,14.22,35.9
556,0.2341,1,23,14.25,35.9
557,0.2588,1,23,17.67,35.9
558,0.2338,1,23,15.0,35.9
559,0.2963,1,23,15.98,35.9
560,0.313,1,23,14.98,35.9
561,0.2468,1,23,14.6,35.9
562,0.2771,1,23,15.4,35.9
563,0.2423,1,23,14.15,35.9
564,0.3472,1,23,14.77,35.9
565,0.3576,1,23,42.73,36.0
566,0.469,1,23,41.32,36.0
567,0.5749,1,23,71.19,36.0
568,0.74,1,23,43.01,36.0
569,0.8745,1,23,71.15,36.0
570,0.9625,1,23,42.19,36.1
571,0.9976,1,23,16.64,36.1
572,0.9977,1,23,13.58,36.1
573,0.9869,1,23,14.2,36.1
574,0.9882,1,23,16.3,36.1
575,0.9917,1,23,11.22,36.1
576,0.9836,1,23,18.25,36.2
577,0.9835,1,23,11.03,36.2
578,0.985,1,23,18.07,36.2
579,0.9867,1,23,11.69,36.2
580,0.9858,1,23,14.37,36.2
581,0.9941,1,23,13.42,36.3
582,0.9875,1,23,15.06,36.3
583,0.9743,1,23,14.3,36.3
584,0.9922,1,23,12.52,36.3
585,0.9856,1,23,14.6,36.3
586,0.9799,1,23,13.28,36.3
587,0.9844,1,23,16.5,36.4
588,0.9914,1,23,14.37,36.4
589,0.9921,1,23,20.43,36.4
590,0.9961,1,23,13.19,36.4
591,0.9797,1,23,14.02,36.4
592,0.9949,1,23,15.2,36.4
593,0.985,1,23,14.66,36.4
594,0.9939,1,23,12.87,36.4
595,0.9941,1,23,14.75,36.4
596,0.9869,1,23,13.78,36.4
597,0.9763,1,23,14.32,36.4
598,0.9846,1,23,14.25,36.5
599,0.9805,1,23,15.46,36.5
600,0.9791,1,23,14.37,36.5
601,0.9802,1,23,15.24,36.5
602,0.9795,1,23,14.25,36.5
603,0.9777,1,23,14.51,36.5
604,0.9744,1,23,14.56,36.5
605,0.998,1,23,18.69,36.5
606,0.9707,1,23,10.03,36.6
607,0.9381,1,23,14.31,36.6
608,0.9218,1,23,14.27,36.6
609,0.9324,1,23,14.64,36.5
610,0.9235,1,23,16.15,36.5
611,0.9337,1,23,50.17,36.5
612,0.9277,1,23,11.09,36.5
613,0.9257,1,23,21.71,36.5
614,0.9253,1,23,21.38,36.5
615,0.9375,1,23,20.52,36.6
616,0.9429,1,23,15.1,36.6
617,0.9521,1,23,14.57,36.7
618,0.9701,1,23,15.45,36.7
619,0.9411,1,23,14.47,36.7
620,0.9303,1,23,15.33,36.6
621,0.9324,1,23,15.6,36.6
622,0.9393,1,23,18.38,36.6
623,0.9426,1,23,14.29,36.7
624,0.972,1,23,15.96,36.7
625,0.9524,1,23,14.6,36.7
626,0.9378,1,23,14.5,36.7
627,0.9446,1,23,14.66,36.7
628,0.9281,1,23,14.62,36.7
629,0.9164,1,23,13.83,36.7
630,0.9453,1,23,15.17,36.7
631,0.938,1,23,16.03,36.7
632,0.9643,1,23,14.97,36.7
633,0.9782,1,23,16.6,36.7
634,0.9327,1,23,15.24,36.7
635,0.93,1,23,14.99,36.7
636,0.9325,1,23,14.74,36.7
637,0.8815,1,23,14.63,36.8
638,0.884,1,23,14.94,36.8
639,0.8034,1,23,14.22,36.8
640,0.8078,1,23,15.02,36.8
641,0.8661,1,23,17.47,36.8
642,0.7929,1,23,15.02,36.8
643,0.7993,1,23,15.78,36.8
644,0.8396,1,23,14.77,36.8
645,0.7975,1,23,14.28,36.9
646,0.8218,1,23,18.07,36.9
647,0.7995,1,23,15.02,36.9
648,0.8072,1,23,14.73,36.9
649,0.817,1,23,13.96,36.9
650,0.8405,1,23,26.56,36.9
651,0.8014,1,23,15.3,36.8
652,0.8169,1,23,17.46,36.8
653,0.8002,1,23,15.54,36.8
654,0.803,1,23,14.55,36.9
655,0.8182,1,23,15.29,36.9
656,0.8271,1,23,15.17,36.9
657,0.8007,1,23,16.57,36.9
658,0.8101,1,23,25.65,36.9
659,0.7961,1,23,17.49,37.0
660,0.7975,1,23,14.75,37.0
661,0.8205,1,23,15.23,37.0
662,0.8031,1,23,17.66,36.9
663,0.8102,1,23,14.74,36.9
664,0.7932,1,23,14.93,36.9
665,0.8791,1,23,15.63,36.9
666,0.8115,1,23,14.42,36.9
667,0.8035,1,23,15.97,36.9
668,0.804,1,23,15.04,36.9
669,0.7975,1,23,15.03,36.9
670,0.8088,1,23,16.9,36.9
671,0.7965,1,23,15.01,36.9
672,0.8007,1,23,16.58,36.9
673,0.8031,1,23,14.67,37.0
674,0.8235,1,23,14.7,37.0
675,0.7988,1,23,17.95,37.0
676,0.7964,1,23,15.33,37.0
677,0.7904,1,23,14.41,37.0
678,0.8084,1,23,15.18,37.0
679,0.8232,1,23,12.28,36.9
680,0.8722,1,23,14.91,36.9
681,0.8631,1,23,14.08,36.9
682,0.8938,1,23,16.86,36.9
683,0.8998,1,23,17.46,36.9
684,0.8624,1,23,18.98,37.0
685,0.8453,1,23,31.61,37.0
686,0.7979,1,23,17.78,37.0
687,0.8002,1,23,14.48,37.0
688,0.8007,1,23,14.58,37.0
689,0.8375,1,23,31.19,37.0
690,0.8214,1,23,14.63,37.0
691,0.8769,1,23,16.71,37.0
692,0.832,1,23,18.16,37.0
693,0.8002,1,23,14.74,37.0
694,0.7938,1,23,15.87,37.0
695,0.817,1,23,14.28,37.0
696,0.7877,1,23,12.78,37.0
697,0.8616,1,23,14.59,37.0
698,0.8979,0,0,24.33,37.0
699,0.7313,1,23,33.88,37.0
700,0.9944,1,23,35.06,37.0
701,0.9835,1,23,29.03,37.1
702,0.9725,1,23,29.3,37.1
703,0.9862,1,23,60.13,37.1
704,0.9669,1,23,39.7,37.1
705,0.9624,1,23,31.39,37.1
706,0.9805,1,23,42.76,37.1
707,0.9717,1,23,39.23,37.2
708,0.8564,1,23,15.66,37.2
709,0.8192,1,23,14.0,37.2
710,0.8292,1,23,23.07,37.1
711,0.9284,1,23,14.55,37.1
712,0.8732,1,23,15.29,37.1
713,0.8191,1,23,15.4,37.1
714,0.7672,1,23,18.0,37.1
715,0.7719,1,23,18.44,37.1
716,0.7718,1,23,15.15,37.1
717,0.8744,1,23,14.38,37.1
718,0.9377,1,23,14.41,37.3
719,0.9284,1,30,13.99,37.3
720,0.9264,1,30,14.38,37.3
721,0.7673,1,30,14.67,37.2
722,0.779,1,30,15.09,37.2
723,0.7597,1,30,14.54,37.3
724,0.7809,1,30,13.28,37.3
725,0.7633,1,30,17.8,37.3
726,0.7865,1,30,13.92,37.3
727,0.7634,1,30,15.99,37.3
728,0.7764,1,30,15.1,37.3
729,0.793,1,30,14.08,37.3
730,0.7715,1,30,14.97,37.3
731,0.7783,1,30,14.0,37.3
