time_s,cpu,s_on,br,net_kbps,temp_c
43,0.1041,0,0,14.61,0.1999999999999993
44,0.1442,0,0,15.06,0.1999999999999993
45,0.1019,0,0,14.83,0.1999999999999993
46,0.1176,0,0,14.8,0.10000000000000142
47,0.1043,0,0,14.72,0.10000000000000142
48,0.1332,0,0,15.02,0.10000000000000142
49,0.1123,0,0,14.74,0.10000000000000142
50,0.1039,0,0,14.85,0.10000000000000142
51,0.1368,0,0,14.82,0.10000000000000142
52,0.1365,0,0,14.46,0.10000000000000142
53,0.1068,0,0,14.76,0.10000000000000142
54,0.1187,0,0,14.98,0.10000000000000142
55,0.1225,0,0,16.04,0.10000000000000142
56,0.1242,0,0,14.65,0.10000000000000142
57,0.1049,0,0,14.81,0.10000000000000142
58,0.1114,0,0,15.18,0.10000000000000142
59,0.0917,0,0,14.67,0.10000000000000142
60,0.1249,0,0,14.83,0.0
61,0.0972,0,0,14.86,0.0
62,0.1097,0,0,14.81,0.0
63,0.1091,0,0,14.62,0.0
64,0.103,0,0,14.93,0.0
65,0.101,0,0,14.46,0.10000000000000142
66,0.1193,0,0,14.58,0.10000000000000142
67,0.1011,0,0,14.8,0.10000000000000142
68,0.1387,0,0,14.94,0.0
69,0.1091,0,0,14.93,0.0
70,0.1036,0,0,14.13,0.0
71,0.0956,0,0,15.01,0.0
72,0.1434,0,0,14.91,0.0
73,0.1157,0,0,15.05,0.0
74,0.1106,0,0,14.84,0.0
75,0.1317,0,0,14.82,0.0
76,0.1214,0,0,14.82,0.0
77,0.1132,0,0,15.16,0.0
78,0.1148,0,0,14.66,0.0
79,0.1007,0,0,15.07,0.0
80,0.1176,0,0,15.34,0.0
81,0.0988,0,0,14.83,0.0
82,0.1039,0,0,14.82,0.0
83,0.1215,0,0,14.69,0.0
84,0.1924,0,0,14.71,0.0
85,0.1112,0,0,14.91,-0.10000000000000142
86,0.1563,0,0,14.93,-0.10000000000000142
87,0.1136,0,0,14.84,-0.10000000000000142
88,0.126,0,0,15.05,-0.10000000000000142
89,0.0991,0,0,15.23,-0.10000000000000142
90,0.1031,0,0,14.63,-0.10000000000000142
91,0.1115,0,0,15.73,-0.10000000000000142
92,0.1012,0,0,14.45,-0.10000000000000142
93,0.1221,0,0,14.35,-0.10000000000000142
94,0.0958,0,0,14.63,-0.10000000000000142
95,0.0916,0,0,14.82,-0.10000000000000142
96,0.0987,0,0,14.76,-0.1999999999999993
97,0.101,0,0,14.81,-0.1999999999999993
98,0.0991,0,0,14.43,-0.1999999999999993
99,0.0946,0,0,14.26,-0.10000000000000142
100,0.1056,0,0,14.88,-0.10000000000000142
101,0.1328,0,0,14.83,-0.10000000000000142
102,0.1016,0,0,14.33,-0.1999999999999993
103,0.1228,0,0,15.08,-0.1999999999999993
104,0.0948,0,0,14.62,-0.1999999999999993
105,0.0988,0,0,14.5,-0.1999999999999993
106,0.113,0,0,14.77,-0.1999999999999993
107,0.1066,0,0,14.34,-0.1999999999999993
108,0.0998,0,0,14.55,-0.1999999999999993
109,0.1282,0,0,14.95,-0.1999999999999993
110,0.1309,0,0,15.33,-0.1999999999999993
111,0.1178,0,0,14.63,-0.1999999999999993
112,0.1125,0,0,15.13,-0.1999999999999993
113,0.0989,0,0,14.77,-0.1999999999999993
114,0.1125,0,0,14.82,-0.1999999999999993
115,0.1258,0,0,14.6,-0.3000000000000007
116,0.2752,0,0,14.98,-0.3000000000000007
117,0.2061,0,0,14.24,-0.3000000000000007
118,0.2532,0,0,13.77,-0.1999999999999993
119,0.2784,0,0,14.84,-0.1999999999999993
120,0.1975,0,0,14.64,-0.1999999999999993
121,0.1132,0,0,14.45,-0.3000000000000007
122,0.1145,0,0,15.79,-0.3000000000000007
123,0.1152,0,0,13.53,-0.3000000000000007
124,0.1258,0,0,13.7,-0.3000000000000007
125,0.1289,0,0,14.18,-0.3000000000000007
126,0.1082,0,0,14.22,-0.3000000000000007
127,0.1281,0,0,14.3,-0.3000000000000007
128,0.1626,0,0,14.17,-0.3000000000000007
129,0.1124,0,0,13.93,-0.3000000000000007
130,0.1083,0,0,14.6,-0.3000000000000007
131,0.1111,0,0,14.36,-0.3000000000000007
132,0.1156,0,0,14.79,-0.1999999999999993
133,0.0939,0,0,13.83,-0.1999999999999993
134,0.1011,0,0,14.81,-0.1999999999999993
135,0.0984,0,0,14.22,-0.1999999999999993
136,0.147,0,0,14.41,-0.1999999999999993
137,0.16,0,0,17.89,-0.1999999999999993
138,0.1048,0,0,14.83,-0.10000000000000142
139,0.1007,0,0,14.75,-0.10000000000000142
140,0.1066,0,0,14.16,-0.10000000000000142
141,0.1036,0,0,14.42,0.0
142,0.1029,0,0,13.24,0.0
143,0.0925,0,0,14.5,0.1999999999999993
144,0.0,0,0,0.0,-25.0
145,0.0904,0,0,14.17,0.5
146,0.0916,0,0,13.65,0.6000000000000014
147,0.1124,0,0,14.36,0.6000000000000014
148,0.0932,0,0,14.95,0.6999999999999993
149,0.1966,0,0,12.8,0.6999999999999993
150,0.0913,0,0,13.21,0.6999999999999993
151,0.1069,0,0,13.89,0.6999999999999993
152,0.1036,0,0,14.44,0.6999999999999993
153,0.149,0,0,13.99,0.6999999999999993
154,0.1037,0,0,14.53,0.8000000000000007
155,0.0919,0,0,14.32,0.8000000000000007
156,0.1163,0,0,14.06,0.8000000000000007
157,0.1418,0,0,12.96,0.8999999999999986
158,0.0909,0,0,11.24,0.8999999999999986
159,0.1333,0,0,12.83,1.0
160,0.1187,0,0,14.19,1.0
161,0.1131,0,0,13.31,1.0
162,0.0961,0,0,13.53,1.0
163,0.149,0,0,13.68,1.0
164,0.0929,0,0,14.22,1.0
165,0.1037,0,0,13.73,1.0
166,0.1014,0,0,14.38,1.0
167,0.0914,0,0,15.36,1.0
168,0.1152,0,0,13.98,1.0
169,0.0974,0,0,14.3,1.0
170,0.0967,0,0,13.67,1.0
171,0.0923,0,0,14.22,1.0
172,0.1391,0,0,14.22,1.0
173,0.0977,0,0,13.89,1.0
174,0.0929,0,0,14.33,1.0
175,0.0913,0,0,15.03,1.0
176,0.1128,0,0,13.58,1.0
177,0.1008,0,0,12.7,1.0
178,0.1017,0,0,13.32,1.0
179,0.0907,0,0,13.77,1.1000000000000014
180,0.1118,0,0,14.41,1.1000000000000014
181,0.1328,0,0,14.33,1.1000000000000014
182,0.1491,0,0,14.49,1.1999999999999993
183,0.1049,0,0,14.26,1.1999999999999993
184,0.1194,0,0,14.58,1.1999999999999993
185,0.113,0,0,15.14,1.1999999999999993
186,0.1137,0,0,14.48,1.1999999999999993
187,0.1072,0,0,15.7,1.1999999999999993
188,0.1149,0,0,14.51,1.1999999999999993
189,0.113,0,0,14.9,1.1999999999999993
190,0.0996,0,0,14.25,1.1999999999999993
191,0.1274,0,0,14.7,1.1999999999999993
192,0.1331,0,0,14.72,1.1999999999999993
193,0.1122,0,0,14.8,1.1999999999999993
194,0.1096,0,0,14.84,1.1999999999999993
195,0.1155,0,0,14.9,1.1999999999999993
196,0.1009,0,0,14.6,1.1999999999999993
197,0.1213,0,0,14.33,1.1999999999999993
198,0.1025,0,0,14.11,1.3000000000000007
199,0.1529,0,0,15.01,1.3000000000000007
200,0.1028,0,0,14.12,1.3000000000000007
201,0.11,0,0,14.76,1.3000000000000007
202,0.1137,0,0,14.67,1.3000000000000007
203,0.1039,0,0,14.62,1.3000000000000007
204,0.096,0,0,14.44,1.3000000000000007
205,0.1169,0,0,14.6,1.3000000000000007
206,0.1379,0,0,15.32,1.3000000000000007
207,0.1146,0,0,14.68,1.3000000000000007
208,0.0926,0,0,15.57,1.3000000000000007
209,0.086,0,0,14.98,1.3000000000000007
210,0.1054,0,0,14.79,1.3000000000000007
211,0.0966,0,0,14.67,1.3000000000000007
212,0.1303,0,0,15.29,1.3000000000000007
213,0.0977,0,0,14.78,1.3000000000000007
214,0.0935,0,0,14.65,1.3000000000000007
215,0.1191,0,0,15.39,1.3000000000000007
216,0.1225,0,0,14.44,1.3000000000000007
217,0.0936,0,0,14.45,1.3000000000000007
218,0.1043,0,0,14.46,1.1999999999999993
219,0.0969,0,0,14.97,1.1999999999999993
220,0.0995,0,0,14.31,1.1999999999999993
221,0.1723,0,0,14.63,1.1999999999999993
222,0.1599,0,0,14.75,1.1999999999999993
223,0.1116,0,0,14.95,1.1999999999999993
224,0.1677,0,0,22.12,1.1999999999999993
225,0.0955,0,0,15.13,1.1999999999999993
226,0.1326,0,0,15.7,1.1999999999999993
227,0.1041,0,0,14.63,1.1999999999999993
228,0.1058,0,0,15.15,1.1999999999999993
229,0.1202,0,0,16.01,1.1999999999999993
230,0.1478,0,0,14.47,1.1999999999999993
231,0.099,0,0,15.09,1.1999999999999993
232,0.141,0,0,14.85,1.1999999999999993
233,0.1084,0,0,14.3,1.1999999999999993
234,0.117,0,0,14.93,1.1999999999999993
235,0.1184,0,0,15.21,1.3000000000000007
236,0.1334,0,0,14.68,1.3000000000000007
237,0.1144,0,0,14.34,1.1999999999999993
238,0.1133,0,0,16.1,1.1999999999999993
239,0.1471,0,0,14.42,1.1999999999999993
240,0.1111,0,0,14.8,1.1999999999999993
241,0.1121,0,0,14.75,1.1999999999999993
242,0.0973,0,0,14.26,1.1999999999999993
243,0.1088,0,0,14.69,1.1999999999999993
244,0.1013,0,0,14.08,1.1999999999999993
245,0.1323,0,0,14.75,1.1999999999999993
246,0.1081,0,0,14.72,1.1999999999999993
247,0.0927,0,0,14.69,1.1999999999999993
248,0.1118,0,0,14.73,1.1999999999999993
249,0.1078,0,0,14.42,1.1999999999999993
250,0.1085,0,0,14.67,1.1999999999999993
251,0.0929,0,0,14.48,1.1999999999999993
252,0.1386,0,0,15.23,1.1999999999999993
253,0.11,0,0,15.36,1.1999999999999993
254,0.1067,0,0,13.56,1.1000000000000014
255,0.1173,0,0,15.08,1.1000000000000014
256,0.1064,0,0,14.44,1.1000000000000014
257,0.1042,0,0,14.28,1.1000000000000014
258,0.11,0,0,15.34,1.1000000000000014
259,0.0931,0,0,14.45,1.1000000000000014
260,0.1351,0,0,14.75,1.1000000000000014
261,0.1262,0,0,14.88,1.1000000000000014
262,0.0967,0,0,15.53,1.1999999999999993
263,0.1334,0,0,14.88,1.1999999999999993
264,0.1026,0,0,14.46,1.1999999999999993
265,0.1043,0,0,14.69,1.1000000000000014
266,0.1567,0,0,13.77,1.1000000000000014
267,0.1097,0,0,14.77,1.1000000000000014
268,0.1574,0,0,14.67,1.1000000000000014
269,0.1197,0,0,14.97,1.1000000000000014
270,0.1155,0,0,15.37,1.1000000000000014
271,0.1171,0,0,15.38,1.1000000000000014
272,0.1143,0,0,14.32,1.1000000000000014
273,0.1113,0,0,14.46,1.1000000000000014
274,0.1029,0,0,14.58,1.1000000000000014
275,0.1158,0,0,13.91,1.1000000000000014
276,0.208,0,0,21.26,1.1000000000000014
277,0.1137,0,0,14.45,1.1000000000000014
278,0.108,0,0,14.58,1.1000000000000014
279,0.1452,0,0,15.33,1.1000000000000014
280,0.136,0,0,14.63,1.1000000000000014
281,0.0953,0,0,14.88,1.1000000000000014
282,0.137,0,0,14.91,1.1000000000000014
283,0.0919,0,0,15.57,1.1000000000000014
284,0.1074,0,0,14.88,1.1000000000000014
285,0.1014,0,0,14.83,1.1000000000000014
286,0.1625,0,0,14.88,1.1000000000000014
287,0.1063,0,0,14.22,1.1000000000000014
288,0.0999,0,0,14.73,1.1000000000000014
289,0.1349,0,0,15.03,1.1000000000000014
290,0.1072,0,0,15.01,1.0
291,0.1131,0,0,14.25,1.0
292,0.1069,0,0,14.93,1.0
293,0.1154,0,0,15.12,1.0
294,0.0861,0,0,14.58,1.0
295,0.1108,0,0,14.77,1.0
296,0.145,0,0,14.74,1.0
297,0.1338,0,0,15.15,1.0
298,0.1062,0,0,14.67,1.0
299,0.1064,0,0,14.91,1.0
300,0.1024,0,0,14.48,1.0
301,0.1344,0,0,14.77,1.0
302,0.1282,0,0,14.57,1.0
303,0.1346,0,0,14.8,1.0
304,0.1348,0,0,14.35,1.0
305,0.0995,0,0,14.4,1.0
306,0.1009,0,0,13.96,1.0
307,0.1055,0,0,14.68,1.0
308,0.112,0,0,14.68,1.0
309,0.1011,0,0,14.3,1.0
310,0.1141,0,0,14.8,1.0
311,0.0898,0,0,14.67,1.0
312,0.1189,0,0,14.82,1.0
313,0.147,0,0,14.76,0.8999999999999986
314,0.0961,0,0,14.78,0.8999999999999986
315,0.107,0,0,14.63,0.8999999999999986
316,0.0838,0,0,14.03,0.8999999999999986
317,0.1051,0,0,14.33,0.8999999999999986
318,0.0939,0,0,14.34,0.8999999999999986
319,0.1284,0,0,14.97,0.8999999999999986
320,0.0923,0,0,14.52,0.8999999999999986
321,0.0914,0,0,14.57,0.8999999999999986
322,0.1205,0,0,14.66,0.8999999999999986
323,0.0973,0,0,14.88,0.8999999999999986
324,0.1079,0,0,14.71,0.8999999999999986
325,0.1033,0,0,14.14,0.8999999999999986
326,0.1045,0,0,14.22,0.8999999999999986
327,0.0941,0,0,15.02,0.8999999999999986
328,0.1014,0,0,14.2,0.8999999999999986
329,0.1002,0,0,14.74,0.8999999999999986
330,0.1082,0,0,13.67,0.8999999999999986
331,0.1246,0,0,14.38,0.8999999999999986
332,0.098,0,0,14.75,0.8999999999999986
333,0.1016,0,0,14.82,0.8999999999999986
334,0.1111,0,0,14.3,0.8999999999999986
335,0.122,0,0,14.9,0.8999999999999986
336,0.109,0,0,14.96,0.8999999999999986
337,0.102,0,0,14.88,0.8999999999999986
338,0.1743,0,0,15.84,0.8999999999999986
339,0.0998,0,0,14.92,0.8999999999999986
340,0.1379,0,0,14.84,0.8000000000000007
341,0.1113,0,0,15.18,0.8000000000000007
342,0.0982,0,0,14.47,0.8000000000000007
343,0.1059,0,0,14.69,0.8000000000000007
344,0.1022,0,0,14.93,0.8000000000000007
345,0.1784,0,0,14.73,0.8000000000000007
346,0.0994,0,0,14.79,0.8000000000000007
347,0.1122,0,0,15.0,0.8000000000000007
348,0.12,0,0,14.71,0.8000000000000007
349,0.1002,0,0,14.89,0.8000000000000007
350,0.1207,0,0,14.36,0.8000000000000007
351,0.1032,0,0,14.92,0.8000000000000007
352,0.0997,0,0,15.02,0.8000000000000007
353,0.1369,0,0,15.0,0.8000000000000007
354,0.114,0,0,13.99,0.8000000000000007
355,0.1063,0,0,14.7,0.8000000000000007
356,0.1062,0,0,15.03,0.8000000000000007
357,0.096,0,0,15.03,0.8000000000000007
358,0.091,0,0,14.22,0.8000000000000007
359,0.155,0,0,14.92,0.8000000000000007
360,0.1154,0,0,13.59,0.8000000000000007
361,0.1196,0,0,14.56,0.8000000000000007
362,0.1033,0,0,14.31,0.8000000000000007
363,0.1176,0,0,14.63,0.6999999999999993
364,0.1002,0,0,14.93,0.6999999999999993
365,0.1178,0,0,15.09,0.8000000000000007
366,0.1031,0,0,14.88,0.8000000000000007
367,0.1384,0,0,14.69,0.8000000000000007
368,0.1107,0,0,14.52,0.6999999999999993
369,0.102,0,0,14.77,0.6999999999999993
370,0.1027,0,0,14.63,0.6999999999999993
371,0.1104,0,0,14.74,0.6999999999999993
372,0.1029,0,0,15.26,0.6999999999999993
373,0.1039,0,0,15.03,0.6999999999999993
374,0.1023,0,0,14.58,0.6999999999999993
375,0.1961,0,0,14.23,0.6999999999999993
376,0.106,0,0,14.45,0.6999999999999993
377,0.1086,0,0,15.01,0.6999999999999993
378,0.1045,0,0,15.09,0.6999999999999993
379,0.105,0,0,14.63,0.6999999999999993
380,0.0995,0,0,15.04,0.6999999999999993
381,0.1051,0,0,15.14,0.6999999999999993
382,0.1717,0,0,14.43,0.6999999999999993
383,0.0998,0,0,14.42,0.6999999999999993
384,0.1023,0,0,14.99,0.6999999999999993
385,0.1366,0,0,14.53,0.6999999999999993
386,0.1005,0,0,14.33,0.6999999999999993
387,0.1552,0,0,14.23,0.6999999999999993
388,0.114,0,0,14.09,0.6999999999999993
389,0.1043,0,0,14.67,0.6999999999999993
390,0.1658,0,0,14.78,0.6999999999999993
391,0.1306,0,0,14.42,0.6999999999999993
392,0.0878,0,0,15.2,0.6999999999999993
393,0.101,0,0,14.18,0.6000000000000014
394,0.0986,0,0,14.61,0.6000000000000014
395,0.1191,0,0,14.41,0.6000000000000014
396,0.0917,0,0,14.37,0.6000000000000014
397,0.1229,0,0,14.73,0.6000000000000014
398,0.0898,0,0,14.14,0.6000000000000014
399,0.1433,0,0,14.56,0.6000000000000014
400,0.0883,0,0,14.52,0.6000000000000014
401,0.1093,0,0,14.08,0.6000000000000014
402,0.0855,0,0,14.8,0.6000000000000014
403,0.1451,0,0,14.75,0.6000000000000014
404,0.1059,0,0,14.88,0.6000000000000014
405,0.1014,0,0,14.48,0.6000000000000014
406,0.0987,0,0,14.73,0.6000000000000014
407,0.1032,0,0,13.81,0.6000000000000014
408,0.1066,0,0,14.33,0.6000000000000014
409,0.1049,0,0,15.17,0.6000000000000014
410,0.1098,0,0,14.88,0.5
411,0.1014,0,0,14.93,0.5
412,0.1285,0,0,15.4,0.5
413,0.0936,0,0,14.52,0.6000000000000014
414,0.0985,0,0,14.86,0.6000000000000014
415,0.1286,0,0,14.92,0.6000000000000014
416,0.1036,0,0,14.52,0.6000000000000014
417,0.1154,0,0,15.08,0.6000000000000014
418,0.1125,0,0,14.73,0.5
419,0.1545,0,0,14.93,0.5
420,0.1268,0,0,14.78,0.5
421,0.0988,0,0,13.66,0.6000000000000014
422,0.1028,0,0,14.67,0.6000000000000014
423,0.096,0,0,14.46,0.6000000000000014
424,0.1167,0,0,14.73,0.5
425,0.139,0,0,14.98,0.5
426,0.105,0,0,14.23,0.5
427,0.1308,0,0,14.82,0.6000000000000014
428,0.0949,0,0,14.72,0.6000000000000014
429,0.1078,0,0,14.13,0.5
430,0.1704,0,0,14.84,0.5
431,0.1061,0,0,14.79,0.5
432,0.1247,0,0,14.73,0.5
433,0.1463,0,0,14.48,0.5
434,0.0903,0,0,14.42,0.5
435,0.1061,0,0,14.78,0.5
436,0.1032,0,0,14.11,0.5
437,0.0983,0,0,14.46,0.5
438,0.12,0,0,14.83,0.5
439,0.1623,0,0,14.58,0.5
440,0.1164,0,0,14.62,0.5
441,0.1052,0,0,14.98,0.3999999999999986
442,0.1196,0,0,14.45,0.3999999999999986
443,0.0966,0,0,14.98,0.5
444,0.0975,0,0,15.3,0.5
445,0.1163,0,0,14.66,0.5
446,0.0947,0,0,14.53,0.3999999999999986
447,0.1074,0,0,14.52,0.3999999999999986
448,0.0992,0,0,14.78,0.3999999999999986
449,0.0969,0,0,14.94,0.5
450,0.1525,0,0,15.12,0.5
451,0.1181,0,0,14.48,0.5
452,0.1045,0,0,14.95,0.3999999999999986
453,0.1074,0,0,14.64,0.3999999999999986
454,0.1019,0,0,14.85,0.3999999999999986
455,0.1229,0,0,14.37,0.3999999999999986
456,0.1023,0,0,12.93,0.3999999999999986
457,0.1027,0,0,13.52,0.3999999999999986
458,0.136,0,0,14.67,0.3999999999999986
459,0.1356,0,0,14.77,0.3999999999999986
460,0.0936,0,0,14.11,0.3999999999999986
461,0.1122,0,0,14.68,0.3999999999999986
462,0.0978,0,0,14.6,0.3999999999999986
463,0.1311,0,0,14.86,0.3000000000000007
464,0.1069,0,0,14.7,0.3000000000000007
465,0.1212,0,0,14.73,0.3999999999999986
466,0.1085,0,0,16.0,0.3999999999999986
467,0.1255,0,0,14.45,0.3999999999999986
468,0.0959,0,0,14.75,0.3999999999999986
469,0.1206,0,0,14.57,0.3999999999999986
470,0.1004,0,0,15.25,0.3999999999999986
471,0.1044,0,0,15.0,0.3999999999999986
472,0.1274,0,0,14.08,0.3999999999999986
473,0.1483,0,0,14.95,0.3999999999999986
474,0.1102,0,0,14.01,0.3000000000000007
475,0.1111,0,0,14.1,0.3000000000000007
476,0.0979,0,0,14.32,0.3000000000000007
477,0.1078,0,0,15.06,0.3999999999999986
478,0.104,0,0,14.53,0.3999999999999986
479,0.2033,0,0,14.88,0.3000000000000007
480,0.1924,0,0,16.14,0.3000000000000007
481,0.0964,0,0,14.62,0.3000000000000007
482,0.0976,0,0,14.63,0.3000000000000007
483,0.0909,0,0,14.63,0.3000000000000007
484,0.1004,0,0,14.78,0.3000000000000007
485,0.1193,0,0,14.72,0.3000000000000007
486,0.0919,0,0,14.73,0.3000000000000007
487,0.1436,0,0,14.82,0.3000000000000007
488,0.109,0,0,14.64,0.3000000000000007
489,0.109,0,0,14.82,0.3000000000000007
490,0.1182,0,0,15.33,0.3000000000000007
491,0.088,0,0,15.2,0.1999999999999993
492,0.1334,0,0,14.58,0.1999999999999993
493,0.0978,0,0,14.75,0.3000000000000007
494,0.1171,0,0,13.92,0.3000000000000007
495,0.1478,0,0,14.65,0.3000000000000007
496,0.1143,0,0,14.06,0.1999999999999993
497,0.1057,0,0,14.74,0.1999999999999993
498,0.1014,0,0,14.72,0.1999999999999993
499,0.1042,0,0,15.54,0.1999999999999993
500,0.104,0,0,14.88,0.1999999999999993
501,0.0977,0,0,14.48,0.1999999999999993
502,0.1107,0,0,14.76,0.3000000000000007
503,0.1469,0,0,14.03,0.3000000000000007
504,0.1324,0,0,13.05,0.3000000000000007
505,0.0986,0,0,14.73,0.1999999999999993
506,0.1186,0,0,14.72,0.1999999999999993
507,0.1096,0,0,14.76,0.1999999999999993
508,0.1065,0,0,14.92,0.1999999999999993
509,0.1131,0,0,15.09,0.1999999999999993
510,0.1568,0,0,14.69,0.1999999999999993
511,0.1137,0,0,14.72,0.1999999999999993
512,0.0945,0,0,14.7,0.1999999999999993
513,0.0991,0,0,14.73,0.1999999999999993
514,0.1342,0,0,15.03,0.1999999999999993
515,0.0932,0,0,14.52,0.1999999999999993
516,0.1022,0,0,14.68,0.1999999999999993
517,0.1281,0,0,14.55,0.1999999999999993
518,0.1205,0,0,14.35,0.1999999999999993
519,0.1257,0,0,15.42,0.1999999999999993
520,0.1348,0,0,14.65,0.1999999999999993
521,0.0989,0,0,14.88,0.1999999999999993
522,0.0978,0,0,14.91,0.1999999999999993
523,0.1062,0,0,14.52,0.1999999999999993
524,0.1227,0,0,14.51,0.1999999999999993
525,0.0999,0,0,15.75,0.1999999999999993
526,0.0991,0,0,14.71,0.1999999999999993
527,0.0965,0,0,14.26,0.1999999999999993
528,0.1528,0,0,16.43,0.1999999999999993
529,0.1059,0,0,14.99,0.1999999999999993
530,0.1072,0,0,14.96,0.10000000000000142
531,0.1477,0,0,14.58,0.10000000000000142
532,0.0991,0,0,14.73,0.10000000000000142
533,0.0989,0,0,14.8,0.10000000000000142
534,0.1029,0,0,14.65,0.10000000000000142
535,0.0991,0,0,14.52,0.10000000000000142
536,0.1114,0,0,14.99,0.10000000000000142
537,0.1003,0,0,14.55,0.10000000000000142
538,0.1757,0,0,14.27,0.10000000000000142
539,0.1655,0,0,14.36,0.10000000000000142
540,0.125,0,0,14.58,0.10000000000000142
541,0.1141,0,0,14.88,0.10000000000000142
542,0.1066,0,0,14.51,0.10000000000000142
543,0.1098,0,0,14.99,0.10000000000000142
544,0.1279,0,0,14.54,0.10000000000000142
545,0.1496,0,0,14.92,0.10000000000000142
546,0.145,0,0,14.0,0.0
547,0.1162,0,0,14.16,0.0
548,0.1079,0,0,14.53,0.0
549,0.1142,0,0,14.28,0.0
550,0.1271,0,0,14.91,0.0
551,0.1175,0,0,14.77,0.0
552,0.1281,0,0,19.37,0.10000000000000142
553,0.1541,0,0,14.52,0.10000000000000142
554,0.1034,0,0,14.45,0.10000000000000142
555,0.1054,0,0,14.72,0.10000000000000142
556,0.0934,0,0,14.24,0.10000000000000142
557,0.0906,0,0,14.76,0.0
558,0.0951,0,0,14.22,0.0
559,0.1413,0,0,15.08,0.0
560,0.1291,0,0,14.73,0.0
561,0.1171,0,0,14.72,0.0
562,0.1126,0,0,14.58,0.0
563,0.1071,0,0,14.82,0.10000000000000142
564,0.1427,0,0,14.92,0.10000000000000142
565,0.1068,0,0,14.73,0.10000000000000142
566,0.1049,0,0,16.09,0.0
567,0.0962,0,0,14.63,0.0
568,0.1233,0,0,15.27,0.0
569,0.1135,0,0,14.68,0.0
570,0.0997,0,0,15.1,0.0
571,0.104,0,0,14.33,0.0
572,0.1018,0,0,14.83,0.0
573,0.1088,0,0,14.73,0.0
574,0.1216,0,0,14.42,0.0
575,0.0869,0,0,14.37,0.0
576,0.1074,0,0,14.33,0.0
577,0.1416,0,0,14.51,0.0
578,0.116,0,0,14.68,0.0
579,0.1035,0,0,14.95,0.0
580,0.1074,0,0,15.08,0.0
581,0.1062,0,0,14.82,0.0
582,0.1009,0,0,14.96,0.0
583,0.1256,0,0,14.8,0.0
584,0.0995,0,0,14.66,0.0
585,0.127,0,0,15.42,-0.10000000000000142
586,0.103,0,0,14.54,-0.10000000000000142
587,0.1046,0,0,14.56,-0.10000000000000142
588,0.4872,0,0,51.7,0.3000000000000007
589,0.4782,0,0,54.39,0.3999999999999986
590,0.486,0,0,50.64,0.3999999999999986
591,0.4545,0,0,16.06,0.3999999999999986
592,0.1742,0,0,14.92,0.3999999999999986
593,0.1343,0,0,14.46,0.3999999999999986
594,0.1923,0,0,22.6,0.3999999999999986
595,0.1301,0,0,14.93,0.3000000000000007
596,0.1751,0,0,15.04,0.3000000000000007
597,0.1218,0,0,14.5,0.3000000000000007
598,0.1187,0,0,14.72,0.3000000000000007
599,0.1245,0,0,15.9,0.3000000000000007
600,0.1301,0,0,14.57,0.3000000000000007
601,0.132,0,0,14.88,0.3999999999999986
602,0.0967,0,0,13.67,0.3999999999999986
603,0.108,0,0,13.87,0.3000000000000007
604,0.1183,0,0,15.05,0.3000000000000007
605,0.1158,0,0,14.36,0.3000000000000007
606,0.1251,0,0,14.52,0.3000000000000007
607,0.1241,0,0,14.73,0.3000000000000007
